In	Amp	Phase
2.927835381106807836e+04	3.573841167047971368e+01	-2.445499199966509052e-01
2.931883535706412658e+04	3.573151069519811784e+01	-2.447564382965471685e-01
2.935937287463483517e+04	3.572460381460238921e+01	-2.449629971450235366e-01
2.939996644116897733e+04	3.571769103469440410e+01	-2.451695964390672722e-01
2.944061613416232285e+04	3.571077236148888545e+01	-2.453762360760469441e-01
2.948132203121779821e+04	3.570384780101338151e+01	-2.455829159537136763e-01
2.952208421004562115e+04	3.569691735930815213e+01	-2.457896359702012035e-01
2.956290274846352258e+04	3.568998104242609060e+01	-2.459963960240275360e-01
2.960377772439664113e+04	3.568303885643274498e+01	-2.462031960140942943e-01
2.964470921587803241e+04	3.567609080740616179e+01	-2.464100358396892343e-01
2.968569730104859991e+04	3.566913690143683624e+01	-2.466169154004858033e-01
2.972674205815727692e+04	3.566217714462771227e+01	-2.468238345965441671e-01
2.976784356556119019e+04	3.565521154309400487e+01	-2.470307933283121260e-01
2.980900190172580551e+04	3.564824010296322854e+01	-2.472377914966255308e-01
2.985021714522508046e+04	3.564126283037511200e+01	-2.474448290027092268e-01
2.989148937474160630e+04	3.563427973148149874e+01	-2.476519057481777475e-01
2.993281866906677169e+04	3.562729081244630436e+01	-2.478590216350360920e-01
2.997420510710090821e+04	3.562029607944543841e+01	-2.480661765656801687e-01
3.001564876785342494e+04	3.561329553866677600e+01	-2.482733704428976007e-01
3.005714973044299040e+04	3.560628919631005829e+01	-2.484806031698686413e-01
3.009870807409764893e+04	3.559927705858679303e+01	-2.486878746501666737e-01
3.014032387815500260e+04	3.559225913172027589e+01	-2.488951847877589052e-01
3.018199722206233855e+04	3.558523542194546252e+01	-2.491025334870067554e-01
3.022372818537686180e+04	3.557820593550888333e+01	-2.493099206526675771e-01
3.026551684776558977e+04	3.557117067866867899e+01	-2.495173461898933243e-01
3.030736328900587250e+04	3.556412965769440149e+01	-2.497248100042336327e-01
3.034926758898530170e+04	3.555708287886705676e+01	-2.499323120016346544e-01
3.039122982770192903e+04	3.555003034847896970e+01	-2.501398520884403065e-01
3.043325008526441161e+04	3.554297207283375570e+01	-2.503474301713933814e-01
3.047532844189217576e+04	3.553590805824623544e+01	-2.505550461576352417e-01
3.051746497791554793e+04	3.552883831104240642e+01	-2.507626999547070690e-01
3.055965977377594027e+04	3.552176283755930086e+01	-2.509703914705505023e-01
3.060191291002597063e+04	3.551468164414500706e+01	-2.511781206135079159e-01
3.064422446732964818e+04	3.550759473715854142e+01	-2.513858872923233068e-01
3.068659452646249702e+04	3.550050212296982011e+01	-2.515936914161426841e-01
3.072902316831173812e+04	3.549340380795957373e+01	-2.518015328945148457e-01
3.077151047387641665e+04	3.548629979851929050e+01	-2.520094116373918225e-01
3.081405652426758752e+04	3.547919010105113102e+01	-2.522173275551298222e-01
3.085666140070843539e+04	3.547207472196788558e+01	-2.524252805584892290e-01
3.089932518453446028e+04	3.546495366769291735e+01	-2.526332705586353811e-01
3.094204795719368121e+04	3.545782694466006291e+01	-2.528412974671399027e-01
3.098482980024653443e+04	3.545069455931361802e+01	-2.530493611959794831e-01
3.102767079536642632e+04	3.544355651810818841e+01	-2.532574616575382631e-01
3.107057102433961700e+04	3.543641282750871113e+01	-2.534655987646078357e-01
3.111353056906544953e+04	3.542926349399034081e+01	-2.536737724303870789e-01
3.115654951155650633e+04	3.542210852403841415e+01	-2.538819825684835441e-01
3.119962793393875836e+04	3.541494792414832915e+01	-2.540902290929136775e-01
3.124276591845173971e+04	3.540778170082555931e+01	-2.542985119181033205e-01
3.128596354744867494e+04	3.540060986058554704e+01	-2.545068309588880973e-01
3.132922090339667193e+04	3.539343240995359707e+01	-2.547151861305141929e-01
3.137253806887685278e+04	3.538624935546490491e+01	-2.549235773486386858e-01
3.141591512658451393e+04	3.537906070366441469e+01	-2.551320045293303251e-01
3.145935215932930078e+04	3.537186646110677657e+01	-2.553404675890695308e-01
3.150284925003534954e+04	3.536466663435627567e+01	-2.555489664447495035e-01
3.154640648174145099e+04	3.535746122998682495e+01	-2.557575010136759475e-01
3.159002393760121049e+04	3.535025025458179471e+01	-2.559660712135684024e-01
3.163370170088320447e+04	3.534303371473404809e+01	-2.561746769625599107e-01
3.167743985497120593e+04	3.533581161704579188e+01	-2.563833181791986271e-01
3.172123848336407900e+04	3.532858396812861201e+01	-2.565919947824462644e-01
3.176509766967634278e+04	3.532135077460329597e+01	-2.568007066916808134e-01
3.180901749763804401e+04	3.531411204309985408e+01	-2.570094538266957662e-01
3.185299805109501540e+04	3.530686778025739869e+01	-2.572182361077005042e-01
3.189703941400900658e+04	3.529961799272414424e+01	-2.574270534553213530e-01
3.194114167045786235e+04	3.529236268715725799e+01	-2.576359057906017491e-01
3.198530490463567185e+04	3.528510187022287425e+01	-2.578447930350021289e-01
3.202952920085293954e+04	3.527783554859598070e+01	-2.580537151104011495e-01
3.207381464353674164e+04	3.527056372896036862e+01	-2.582626719390958558e-01
3.211816131723088256e+04	3.526328641800859742e+01	-2.584716634438019578e-01
3.216256930659606951e+04	3.525600362244186670e+01	-2.586806895476541079e-01
3.220703869641005076e+04	3.524871534897001624e+01	-2.588897501742066232e-01
3.225156957156780481e+04	3.524142160431142656e+01	-2.590988452474338177e-01
3.229616201708168592e+04	3.523412239519296918e+01	-2.593079746917301698e-01
3.234081611808159141e+04	3.522681772834992842e+01	-2.595171384319108210e-01
3.238553195981518365e+04	3.521950761052593037e+01	-2.597263363932127422e-01
3.243030962764779906e+04	3.521219204847296425e+01	-2.599355685012926798e-01
3.247514920706300109e+04	3.520487104895116914e+01	-2.601448346822308744e-01
3.252005078366247835e+04	3.519754461872889095e+01	-2.603541348625288410e-01
3.256501444316627749e+04	3.519021276458258995e+01	-2.605634689691109229e-01
3.261004027141297047e+04	3.518287549329674135e+01	-2.607728369293244031e-01
3.265512835435980742e+04	3.517553281166381396e+01	-2.609822386709394482e-01
3.270027877808288395e+04	3.516818472648417071e+01	-2.611916741221502747e-01
3.274549162877731578e+04	3.516083124456606868e+01	-2.614011432115744271e-01
3.279076699275739520e+04	3.515347237272550274e+01	-2.616106458682542768e-01
3.283610495645675110e+04	3.514610811778624111e+01	-2.618201820216563558e-01
3.288150560642851633e+04	3.513873848657967613e+01	-2.620297516016721340e-01
3.292696902934551326e+04	3.513136348594481717e+01	-2.622393545386183522e-01
3.297249531200037745e+04	3.512398312272821244e+01	-2.624489907632370778e-01
3.301808454130577593e+04	3.511659740378388506e+01	-2.626586602066963150e-01
3.306373680429451633e+04	3.510920633597326912e+01	-2.628683628005900608e-01
3.310945218811976520e+04	3.510180992616513151e+01	-2.630780984769388597e-01
3.315523078005523712e+04	3.509440818123553640e+01	-2.632878671681899707e-01
3.320107266749513656e+04	3.508700110806781680e+01	-2.634976688072168116e-01
3.324697793795468169e+04	3.507958871355241115e+01	-2.637075033273208469e-01
3.329294667907004623e+04	3.507217100458686332e+01	-2.639173706622309767e-01
3.333897897859855584e+04	3.506474798807578708e+01	-2.641272707461036484e-01
3.338507492441888462e+04	3.505731967093075951e+01	-2.643372035135230780e-01
3.343123460453120788e+04	3.504988606007026419e+01	-2.645471688995022497e-01
3.347745810705738404e+04	3.504244716241966273e+01	-2.647571668394821942e-01
3.352374552024108561e+04	3.503500298491106690e+01	-2.649671972693331545e-01
3.357009693244803202e+04	3.502755353448337416e+01	-2.651772601253539752e-01
3.361651243216608418e+04	3.502009881808210423e+01	-2.653873553442728239e-01
3.366299210800547735e+04	3.501263884265939907e+01	-2.655974828632475804e-01
3.370953604869895207e+04	3.500517361517396608e+01	-2.658076426198653364e-01
3.375614434310192883e+04	3.499770314259097859e+01	-2.660178345521435062e-01
3.380281708019270445e+04	3.499022743188203322e+01	-2.662280585985293824e-01
3.384955434907256858e+04	3.498274649002510728e+01	-2.664383146979004691e-01
3.389635623896611651e+04	3.497526032400445928e+01	-2.666486027895655364e-01
3.394322283922105998e+04	3.496776894081063602e+01	-2.668589228132625113e-01
3.399015423930888210e+04	3.496027234744030210e+01	-2.670692747091617525e-01
3.403715052882469899e+04	3.495277055089628959e+01	-2.672796584178639967e-01
3.408421179748749273e+04	3.494526355818746310e+01	-2.674900738804014133e-01
3.413133813514030771e+04	3.493775137632871264e+01	-2.677005210382376599e-01
3.417852963175041077e+04	3.493023401234086833e+01	-2.679109998332678821e-01
3.422578637740945123e+04	3.492271147325062230e+01	-2.681215102078192136e-01
3.427310846233365010e+04	3.491518376609049312e+01	-2.683320521046504425e-01
3.432049597686396010e+04	3.490765089789876896e+01	-2.685426254669527890e-01
3.436794901146624761e+04	3.490011287571943654e+01	-2.687532302383494609e-01
3.441546765673146001e+04	3.489256970660211721e+01	-2.689638663628962645e-01
3.446305200337580027e+04	3.488502139760203136e+01	-2.691745337850815489e-01
3.451070214224090159e+04	3.487746795577989900e+01	-2.693852324498260953e-01
3.455841816429399478e+04	3.486990938820192554e+01	-2.695959623024838936e-01
3.460620016062807554e+04	3.486234570193971649e+01	-2.698067232888415323e-01
3.465404822246212279e+04	3.485477690407020646e+01	-2.700175153551190865e-01
3.470196244114126603e+04	3.484720300167562357e+01	-2.702283384479695072e-01
3.474994290813675616e+04	3.483962400184345398e+01	-2.704391925144787878e-01
3.479798971504651126e+04	3.483203991166630686e+01	-2.706500775021668526e-01
3.484610295359502925e+04	3.482445073824194282e+01	-2.708609933589868346e-01
3.489428271563362068e+04	3.481685648867314598e+01	-2.710719400333257423e-01
3.494252909314061253e+04	3.480925717006770981e+01	-2.712829174740040150e-01
3.499084217822149367e+04	3.480165278953834473e+01	-2.714939256302761339e-01
3.503922206310910406e+04	3.479404335420267103e+01	-2.717049644518301776e-01
3.508766884016380936e+04	3.478642887118310512e+01	-2.719160338887885442e-01
3.513618260187366832e+04	3.477880934760683829e+01	-2.721271338917072846e-01
3.518476344085463643e+04	3.477118479060574430e+01	-2.723382644115768247e-01
3.523341144985071151e+04	3.476355520731637938e+01	-2.725494253998216876e-01
3.528212672173412284e+04	3.475592060487984725e+01	-2.727606168083007709e-01
3.533090934950551309e+04	3.474828099044182039e+01	-2.729718385893070143e-01
3.537975942629410565e+04	3.474063637115244063e+01	-2.731830906955676763e-01
3.542867704535789380e+04	3.473298675416624803e+01	-2.733943730802448346e-01
3.547766230008381535e+04	3.472533214664215961e+01	-2.736056856969345530e-01
3.552671528398800001e+04	3.471767255574338407e+01	-2.738170284996680470e-01
3.557583609071565297e+04	3.471000798863740044e+01	-2.740284014429097414e-01
3.562502481404168066e+04	3.470233845249586579e+01	-2.742398044815598235e-01
3.567428154787057429e+04	3.469466395449457252e+01	-2.744512375709525220e-01
3.572360638623666455e+04	3.468698450181337734e+01	-2.746627006668569959e-01
3.577299942330428894e+04	3.467930010163617993e+01	-2.748741937254765566e-01
3.582246075336799549e+04	3.467161076115085194e+01	-2.750857167034495565e-01
3.587199047085268830e+04	3.466391648754913746e+01	-2.752972695578486673e-01
3.592158867031384580e+04	3.465621728802668144e+01	-2.755088522461814349e-01
3.597125544643767353e+04	3.464851316978290185e+01	-2.757204647263897246e-01
3.602099089404129336e+04	3.464080414002097541e+01	-2.759321069568503315e-01
3.607079510807292536e+04	3.463309020594773813e+01	-2.761437788963745366e-01
3.612066818361208425e+04	3.462537137477370663e+01	-2.763554805042081619e-01
3.617061021586972493e+04	3.461764765371293606e+01	-2.765672117400317376e-01
3.622062130018845346e+04	3.460991904998300583e+01	-2.767789725639602794e-01
3.627070153204270173e+04	3.460218557080499835e+01	-2.769907629365432888e-01
3.632085100703898934e+04	3.459444722340336398e+01	-2.772025828187651419e-01
3.637106982091578539e+04	3.458670401500596370e+01	-2.774144321720438677e-01
3.642135806954417785e+04	3.457895595284393409e+01	-2.776263109582325916e-01
3.647171584892770625e+04	3.457120304415165890e+01	-2.778382191396187584e-01
3.652214325520268176e+04	3.456344529616671934e+01	-2.780501566789240764e-01
3.657264038463831821e+04	3.455568271612985143e+01	-2.782621235393044068e-01
3.662320733363693580e+04	3.454791531128487492e+01	-2.784741196843499855e-01
3.667384419873414299e+04	3.454014308887865070e+01	-2.786861450780849792e-01
3.672455107659904024e+04	3.453236605616098842e+01	-2.788981996849683731e-01
3.677532806403436553e+04	3.452458422038470331e+01	-2.791102834698921398e-01
3.682617525797671260e+04	3.451679758880540305e+01	-2.793223963981829594e-01
3.687709275549669837e+04	3.450900616868155879e+01	-2.795345384356013319e-01
3.692808065379915934e+04	3.450120996727441991e+01	-2.797467095483412436e-01
3.697913905022332619e+04	3.449340899184790032e+01	-2.799589097030306117e-01
3.703026804224302759e+04	3.448560324966865664e+01	-2.801711388667310065e-01
3.708146772746683564e+04	3.447779274800588922e+01	-2.803833970069374293e-01
3.713273820363831328e+04	3.446997749413139900e+01	-2.805956840915784789e-01
3.718407956863622530e+04	3.446215749531944539e+01	-2.808080000890164629e-01
3.723549192047444376e+04	3.445433275884683155e+01	-2.810203449680455656e-01
3.728697535730259551e+04	3.444650329199266992e+01	-2.812327186978946791e-01
3.733852997740590945e+04	3.443866910203848875e+01	-2.814451212482247944e-01
3.739015587920555117e+04	3.443083019626807584e+01	-2.816575525891303888e-01
3.744185316125872487e+04	3.442298658196747141e+01	-2.818700126911382609e-01
3.749362192225893523e+04	3.441513826642494678e+01	-2.820825015252081402e-01
3.754546226103613299e+04	3.440728525693089779e+01	-2.822950190627321332e-01
3.759737427655691863e+04	3.439942756077779507e+01	-2.825075652755348887e-01
3.764935806792470976e+04	3.439156518526017692e+01	-2.827201401358734878e-01
3.770141373437998845e+04	3.438369813767458538e+01	-2.829327436164366105e-01
3.775354137530040316e+04	3.437582642531948096e+01	-2.831453756903454799e-01
3.780574109020105243e+04	3.436795005549522841e+01	-2.833580363311530292e-01
3.785801297873459407e+04	3.436006903550403990e+01	-2.835707255128436244e-01
3.791035714069148526e+04	3.435218337264988975e+01	-2.837834432098336745e-01
3.796277367600014986e+04	3.434429307423854993e+01	-2.839961893969703555e-01
3.801526268472719676e+04	3.433639814757744091e+01	-2.842089640495326641e-01
3.806782426707763807e+04	3.432849859997561737e+01	-2.844217671432307526e-01
3.812045852339483099e+04	3.432059443874378957e+01	-2.846345986542045958e-01
3.817316555416108895e+04	3.431268567119415280e+01	-2.848474585590261010e-01
3.822594545999757975e+04	3.430477230464040872e+01	-2.850603468346972202e-01
3.827879834166459477e+04	3.429685434639772268e+01	-2.852732634586504501e-01
3.833172430006174545e+04	3.428893180378264560e+01	-2.854862084087482765e-01
3.838472343622814515e+04	3.428100468411307133e+01	-2.856991816632833969e-01
3.843779585134261288e+04	3.427307299470820112e+01	-2.859121832009782760e-01
3.849094164672386250e+04	3.426513674288850098e+01	-2.861252130009849237e-01
3.854416092383069190e+04	3.425719593597560930e+01	-2.863382710428850619e-01
3.859745378426218667e+04	3.424925058129236533e+01	-2.865513573066892361e-01
3.865082032975790207e+04	3.424130068616264566e+01	-2.867644717728375370e-01
3.870426066219806671e+04	3.423334625791147090e+01	-2.869776144221983238e-01
3.875777488360376447e+04	3.422538730386481376e+01	-2.871907852360691682e-01
3.881136309613714548e+04	3.421742383134962751e+01	-2.874039841961755215e-01
3.886502540210162260e+04	3.420945584769378911e+01	-2.876172112846716034e-01
3.891876190394211153e+04	3.420148336022603530e+01	-2.878304664841393468e-01
3.897257270424497256e+04	3.419350637627594125e+01	-2.880437497775880096e-01
3.902645790573859995e+04	3.418552490317387083e+01	-2.882570611484548961e-01
3.908041761129338556e+04	3.417753894825087002e+01	-2.884704005806046911e-01
3.913445192392192985e+04	3.416954851883870248e+01	-2.886837680583288490e-01
3.918856094677927467e+04	3.416155362226977132e+01	-2.888971635663460380e-01
3.924274478316307795e+04	3.415355426587705523e+01	-2.891105870898010299e-01
3.929700353651383193e+04	3.414555045699409419e+01	-2.893240386142654774e-01
3.935133731041504507e+04	3.413754220295491137e+01	-2.895375181257366370e-01
3.940574620859344577e+04	3.412952951109399891e+01	-2.897510256106382021e-01
3.946023033491917886e+04	3.412151238874623971e+01	-2.899645610558191366e-01
3.951478979340600927e+04	3.411349084324690040e+01	-2.901781244485538425e-01
3.956942468821151851e+04	3.410546488193154602e+01	-2.903917157765418255e-01
3.962413512363727932e+04	3.409743451213601872e+01	-2.906053350279075853e-01
3.967892120412909571e+04	3.408939974119641647e+01	-2.908189821912000594e-01
3.973378303427719220e+04	3.408136057644896511e+01	-2.910326572553926239e-01
3.978872071881637385e+04	3.407331702523008943e+01	-2.912463602098825932e-01
3.984373436262636824e+04	3.406526909487624266e+01	-2.914600910444915538e-01
3.989882407073165814e+04	3.405721679272401303e+01	-2.916738497494635318e-01
3.995398994830217271e+04	3.404916012610991061e+01	-2.918876363154671028e-01
4.000923210065318563e+04	3.404109910237046677e+01	-2.921014507335926158e-01
4.006455063324557705e+04	3.403303372884209210e+01	-2.923152929953541923e-01
4.011994565168605186e+04	3.402496401286109062e+01	-2.925291630926876718e-01
4.017541726172731433e+04	3.401688996176360291e+01	-2.927430610179510562e-01
4.023096556926830090e+04	3.400881158288554929e+01	-2.929569867639242875e-01
4.028659068035436940e+04	3.400072888356258716e+01	-2.931709403238090816e-01
4.034229270117748820e+04	3.399264187113009683e+01	-2.933849216912278735e-01
4.039807173807646177e+04	3.398455055292311755e+01	-2.935989308602242054e-01
4.045392789753712714e+04	3.397645493627626934e+01	-2.938129678252625054e-01
4.050986128619253577e+04	3.396835502852378852e+01	-2.940270325812274210e-01
4.056587201082318643e+04	3.396025083699943536e+01	-2.942411251234231528e-01
4.062196017835722159e+04	3.395214236903643723e+01	-2.944552454475743986e-01
4.067812589587062394e+04	3.394402963196750278e+01	-2.946693935498245209e-01
4.073436927058742003e+04	3.393591263312470829e+01	-2.948835694267364360e-01
4.079069040987997141e+04	3.392779137983954030e+01	-2.950977730752918915e-01
4.084708942126885086e+04	3.391966587944278899e+01	-2.953120044928901899e-01
4.090356641242354817e+04	3.391153613926450561e+01	-2.955262636773497431e-01
4.096012149116233923e+04	3.390340216663403083e+01	-2.957405506269062401e-01
4.101675476545255515e+04	3.389526396887985271e+01	-2.959548653402133134e-01
4.107346634341082972e+04	3.388712155332965636e+01	-2.961692078163410402e-01
4.113025633330327400e+04	3.387897492731023164e+01	-2.963835780547768861e-01
4.118712484354569460e+04	3.387082409814744466e+01	-2.965979760554244282e-01
4.124407198270379740e+04	3.386266907316621655e+01	-2.968124018186034108e-01
4.130109785949339130e+04	3.385450985969044524e+01	-2.970268553450495785e-01
4.135820258278061374e+04	3.384634646504300548e+01	-2.972413366359138998e-01
4.141538626158211264e+04	3.383817889654568489e+01	-2.974558456927623995e-01
4.147264900506527192e+04	3.383000716151914133e+01	-2.976703825175759932e-01
4.152999092254841526e+04	3.382183126728288158e+01	-2.978849471127498760e-01
4.158741212350101705e+04	3.381365122115521160e+01	-2.980995394810936339e-01
4.164491271754389891e+04	3.380546703045320811e+01	-2.983141596258299666e-01
4.170249281444954977e+04	3.379727870249263333e+01	-2.985288075505954652e-01
4.176015252414196584e+04	3.378908624458799892e+01	-2.987434832594389467e-01
4.181789195669739274e+04	3.378088966405239546e+01	-2.989581867568224527e-01
4.187571122234418726e+04	3.377268896819757771e+01	-2.991729180476202510e-01
4.193361043146310112e+04	3.376448416433382960e+01	-2.993876771371181689e-01
4.199158969458751380e+04	3.375627525976995713e+01	-2.996024640310139819e-01
4.204964912240364356e+04	3.374806226181330260e+01	-2.998172787354159707e-01
4.210778882575072203e+04	3.373984517776963088e+01	-3.000321212568437534e-01
4.216600891562124889e+04	3.373162401494313656e+01	-3.002469916022271201e-01
4.222430950316118833e+04	3.372339878063638707e+01	-3.004618897789058662e-01
4.228269069967018004e+04	3.371516948215029430e+01	-3.006768157946293485e-01
4.234115261660173564e+04	3.370693612678407192e+01	-3.008917696575562073e-01
4.239969536556348612e+04	3.369869872183522119e+01	-3.011067513762542003e-01
4.245831905831737095e+04	3.369045727459944573e+01	-3.013217609596992030e-01
4.251702380677984911e+04	3.368221179237067275e+01	-3.015367984172752092e-01
4.257580972302213195e+04	3.367396228244096790e+01	-3.017518637587741082e-01
4.263467691927037231e+04	3.366570875210054226e+01	-3.019669569943950749e-01
4.269362550790598470e+04	3.365745120863764583e+01	-3.021820781347445695e-01
4.275265560146552161e+04	3.364918965933865280e+01	-3.023972271908341169e-01
4.281176731264136470e+04	3.364092411148788386e+01	-3.026124041740830273e-01
4.287096075428163749e+04	3.363265457236768441e+01	-3.028276090963155642e-01
4.293023603939050372e+04	3.362438104925831084e+01	-3.030428419697614451e-01
4.298959328112834919e+04	3.361610354943795187e+01	-3.032581028070552298e-01
4.304903259281204373e+04	3.360782208018265038e+01	-3.034733916212362104e-01
4.310855408791510854e+04	3.359953664876631763e+01	-3.036887084257473557e-01
4.316815788006797811e+04	3.359124726246063375e+01	-3.039040532344355894e-01
4.322784408305819670e+04	3.358295392853506200e+01	-3.041194260615514566e-01
4.328761281083061476e+04	3.357465665425680612e+01	-3.043348269217476809e-01
4.334746417748765816e+04	3.356635544689076056e+01	-3.045502558300797746e-01
4.340739829728948826e+04	3.355805031369950342e+01	-3.047657128020053174e-01
4.346741528465427837e+04	3.354974126194322537e+01	-3.049811978533835122e-01
4.352751525415836659e+04	3.354142829887972965e+01	-3.051967110004746297e-01
4.358769832053653226e+04	3.353311143176437525e+01	-3.054122522599399536e-01
4.364796459868218517e+04	3.352479066785004846e+01	-3.056278216488405586e-01
4.370831420364768564e+04	3.351646601438713446e+01	-3.058434191846385319e-01
4.376874725064419908e+04	3.350813747862351732e+01	-3.060590448851939760e-01
4.382926385504244536e+04	3.349980506780448053e+01	-3.062746987687671174e-01
4.388986413237259694e+04	3.349146878917269987e+01	-3.064903808540165864e-01
4.395054819832453359e+04	3.348312864996823635e+01	-3.067060911599990281e-01
4.401131616874811152e+04	3.347478465742848641e+01	-3.069218297061691025e-01
4.407216815965335991e+04	3.346643681878812515e+01	-3.071375965123787632e-01
4.413310428721071366e+04	3.345808514127913469e+01	-3.073533915988767018e-01
4.419412466775123175e+04	3.344972963213069050e+01	-3.075692149863081259e-01
4.425522941776680091e+04	3.344137029856923249e+01	-3.077850666957142045e-01
4.431641865391039028e+04	3.343300714781831573e+01	-3.080009467485319008e-01
4.437769249299625517e+04	3.342464018709866025e+01	-3.082168551665931955e-01
4.443905105200016260e+04	3.341626942362811548e+01	-3.084327919721246980e-01
4.450049444805962412e+04	3.340789486462159630e+01	-3.086487571877471470e-01
4.456202279847408499e+04	3.339951651729105464e+01	-3.088647508364752992e-01
4.462363622070520069e+04	3.339113438884550078e+01	-3.090807729417170968e-01
4.468533483237712062e+04	3.338274848649086834e+01	-3.092968235272740007e-01
4.474711875127634266e+04	3.337435881743011379e+01	-3.095129026173384923e-01
4.480898809535249893e+04	3.336596538886309560e+01	-3.097290102364962938e-01
4.487094298271822481e+04	3.335756820798655298e+01	-3.099451464097243147e-01
4.493298353164943546e+04	3.334916728199412006e+01	-3.101613111623903185e-01
4.499510986058561684e+04	3.334076261807624064e+01	-3.103775045202530891e-01
4.505732208812997851e+04	3.333235422342018239e+01	-3.105937265094611544e-01
4.511962033304974466e+04	3.332394210521000133e+01	-3.108099771565529523e-01
4.518200471427633602e+04	3.331552627062647787e+01	-3.110262564884562209e-01
4.524447535090560996e+04	3.330710672684713103e+01	-3.112425645324872758e-01
4.530703236219811515e+04	3.329868348104614739e+01	-3.114589013163509001e-01
4.536967586757925892e+04	3.329025654039439530e+01	-3.116752668681396221e-01
4.543240598663960554e+04	3.328182591205937513e+01	-3.118916612163332713e-01
4.549522283913505817e+04	3.327339160320518374e+01	-3.121080843897989787e-01
4.555812654498707707e+04	3.326495362099250030e+01	-3.123245364177897887e-01
4.562111722428297799e+04	3.325651197257853653e+01	-3.125410173299449923e-01
4.568419499727606308e+04	3.324806666511703668e+01	-3.127575271562894055e-01
4.574735998438604292e+04	3.323961770575822783e+01	-3.129740659272330361e-01
4.581061230619881098e+04	3.323116510164881277e+01	-3.131906336735696406e-01
4.587395208346728032e+04	3.322270885993194156e+01	-3.134072304264779452e-01
4.593737943711123808e+04	3.321424898774712631e+01	-3.136238562175198696e-01
4.600089448821764381e+04	3.320578549223030507e+01	-3.138405110786405827e-01
4.606449735804088414e+04	3.319731838051375661e+01	-3.140571950421677250e-01
4.612818816800300556e+04	3.318884765972606488e+01	-3.142739081408114088e-01
4.619196703969392547e+04	3.318037333699215452e+01	-3.144906504076631637e-01
4.625583409487167955e+04	3.317189541943318432e+01	-3.147074218761956033e-01
4.631978945546266186e+04	3.316341391416659690e+01	-3.149242225802624251e-01
4.638383324356182857e+04	3.315492882830601928e+01	-3.151410525540974117e-01
4.644796558143297443e+04	3.314644016896129841e+01	-3.153579118323140418e-01
4.651218659150892199e+04	3.313794794323844428e+01	-3.155748004499049353e-01
4.657649639639177622e+04	3.312945215823960865e+01	-3.157917184422417978e-01
4.664089511885316460e+04	3.312095282106304239e+01	-3.160086658450744213e-01
4.670538288183446275e+04	3.311244993880312393e+01	-3.162256426945302956e-01
4.676995980844703445e+04	3.310394351855026684e+01	-3.164426490271145531e-01
4.683462602197253727e+04	3.309543356739092701e+01	-3.166596848797091912e-01
4.689938164586282073e+04	3.308692009240760257e+01	-3.168767502895717403e-01
4.696422680374070478e+04	3.307840310067875578e+01	-3.170938452943362629e-01
4.702916161939984158e+04	3.306988259927883433e+01	-3.173109699320122434e-01
4.709418621680502838e+04	3.306135859527820031e+01	-3.175281242409836446e-01
4.715930072009248397e+04	3.305283109574315858e+01	-3.177453082600091294e-01
4.722450525357005245e+04	3.304430010773588577e+01	-3.179625220282208398e-01
4.728979994171745784e+04	3.303576563831444446e+01	-3.181797655851246742e-01
4.735518490918652969e+04	3.302722769453272633e+01	-3.183970389705990112e-01
4.742066028080144315e+04	3.301868628344044510e+01	-3.186143422248950419e-01
4.748622618155897362e+04	3.301014141208313646e+01	-3.188316753886352717e-01
4.755188273662870779e+04	3.300159308750207288e+01	-3.190490385028140197e-01
4.761763007135330554e+04	3.299304131673429907e+01	-3.192664316087964194e-01
4.768346831124874006e+04	3.298448610681256099e+01	-3.194838547483180302e-01
4.774939758200450160e+04	3.297592746476534842e+01	-3.197013079634837274e-01
4.781541800948389573e+04	3.296736539761679552e+01	-3.199187912967685898e-01
4.788152971972431988e+04	3.295879991238670215e+01	-3.201363047910160686e-01
4.794773283893717598e+04	3.295023101609051963e+01	-3.203538484894378202e-01
4.801402749350863451e+04	3.294165871573929394e+01	-3.205714224356136510e-01
4.808041380999953253e+04	3.293308301833965857e+01	-3.207890266734907403e-01
4.814689191514568665e+04	3.292450393089383454e+01	-3.210066612473830294e-01
4.821346193585815490e+04	3.291592146039955935e+01	-3.212243262019707224e-01
4.828012399922346231e+04	3.290733561385012962e+01	-3.214420215823000082e-01
4.834687823250384099e+04	3.289874639823430158e+01	-3.216597474337823392e-01
4.841372476313749212e+04	3.289015382053634795e+01	-3.218775038021938206e-01
4.848066371873881872e+04	3.288155788773598687e+01	-3.220952907336752102e-01
4.854769522709866578e+04	3.287295860680836057e+01	-3.223131082747308085e-01
4.861481941618456767e+04	3.286435598472404962e+01	-3.225309564722281808e-01
4.868203641414098820e+04	3.285575002844902315e+01	-3.227488353733979354e-01
4.874934634928957530e+04	3.284714074494461045e+01	-3.229667450258325578e-01
4.881674935012940114e+04	3.283852814116751517e+01	-3.231846854774867439e-01
4.888424554533719493e+04	3.282991222406975140e+01	-3.234026567766760119e-01
4.895183506376762671e+04	3.282129300059867916e+01	-3.236206589720769244e-01
4.901951803445359110e+04	3.281267047769690492e+01	-3.238386921127264784e-01
4.908729458660611272e+04	3.280404466230235272e+01	-3.240567562480203279e-01
4.915516484961516835e+04	3.279541556134816460e+01	-3.242748514277144500e-01
4.922312895304952690e+04	3.278678318176274331e+01	-3.244929777019230910e-01
4.929118702665709861e+04	3.277814753046966700e+01	-3.247111351211187102e-01
