In	Amp	Phase
6.320916859784039943e+00	2.377204663157518283e+01	5.668666718769341806e-01
6.329656438800255636e+00	2.378142143726422120e+01	5.665556387118263482e-01
6.338408101544683149e+00	2.379079738389871679e+01	5.662448002529542057e-01
6.347171864724821866e+00	2.380017446798013125e+01	5.659341562299968764e-01
6.355947745071262034e+00	2.380955268601096364e+01	5.656237063728565273e-01
6.364735759337738052e+00	2.381893203449474328e+01	5.653134504116575920e-01
6.373535924301142686e+00	2.382831250993600136e+01	5.650033880767469929e-01
6.382348256761570582e+00	2.383769410884028872e+01	5.646935190986944741e-01
6.391172773542334262e+00	2.384707682771412607e+01	5.643838432082922685e-01
6.400009491490016522e+00	2.385646066306503243e+01	5.640743601365548754e-01
6.408858427474489972e+00	2.386584561140149674e+01	5.637650696147188389e-01
6.417719598388955227e+00	2.387523166923297779e+01	5.634559713742429699e-01
6.426593021149961338e+00	2.388461883306987588e+01	5.631470651468083455e-01
6.435478712697456416e+00	2.389400709942353984e+01	5.628383506643177547e-01
6.444376689994806284e+00	2.390339646480625291e+01	5.625298276588960311e-01
6.453286970028835334e+00	2.391278692573122910e+01	5.622214958628897197e-01
6.462209569809843401e+00	2.392217847871258130e+01	5.619133550088678541e-01
6.471144506371661720e+00	2.393157112026532829e+01	5.616054048296199586e-01
6.480091796771668911e+00	2.394096484690540549e+01	5.612976450581574905e-01
6.489051458090829172e+00	2.395035965514961518e+01	5.609900754277135082e-01
6.498023507433717150e+00	2.395975554151562292e+01	5.606826956717427812e-01
6.507007961928565010e+00	2.396915250252198604e+01	5.603755055239206806e-01
6.516004838727283754e+00	2.397855053468808606e+01	5.600685047181442888e-01
6.525014155005499639e+00	2.398794963453417850e+01	5.597616929885314008e-01
6.534035927962589696e+00	2.399734979858133954e+01	5.594550700694209677e-01
6.543070174821703944e+00	2.400675102335146605e+01	5.591486356953730974e-01
6.552116912829811568e+00	2.401615330536727200e+01	5.588423896011683878e-01
6.561176159257728457e+00	2.402555664115229206e+01	5.585363315218078162e-01
6.570247931400152730e+00	2.403496102723083538e+01	5.582304611925139604e-01
6.579332246575682497e+00	2.404436646012800338e+01	5.579247783487292223e-01
6.588429122126873594e+00	2.405377293636967551e+01	5.576192827261166052e-01
6.597538575420258233e+00	2.406318045248250215e+01	5.573139740605592696e-01
6.606660623846379643e+00	2.407258900499387977e+01	5.570088520881607552e-01
6.615795284819818711e+00	2.408199859043194380e+01	5.567039165452450922e-01
6.624942575779245502e+00	2.409140920532558638e+01	5.563991671683556905e-01
6.634102514187436128e+00	2.410082084620441378e+01	5.560946036942565618e-01
6.643275117531315388e+00	2.411023350959873568e+01	5.557902258599310974e-01
6.652460403321977189e+00	2.411964719203960072e+01	5.554860334025826241e-01
6.661658389094734289e+00	2.412906189005870772e+01	5.551820260596341816e-01
6.670869092409145829e+00	2.413847760018848376e+01	5.548782035687281899e-01
6.680092530849048416e+00	2.414789431896200966e+01	5.545745656677266711e-01
6.689328722022583662e+00	2.415731204291304124e+01	5.542711120947109160e-01
6.698577683562247920e+00	2.416673076857597735e+01	5.539678425879819290e-01
6.707839433124914486e+00	2.417615049248587766e+01	5.536647568860587620e-01
6.717113988391870905e+00	2.418557121117843423e+01	5.533618547276806243e-01
6.726401367068843840e+00	2.419499292118995726e+01	5.530591358518053280e-01
6.735701586886050585e+00	2.420441561905739292e+01	5.527565999976091771e-01
6.745014665598218606e+00	2.421383930131825579e+01	5.524542469044879667e-01
6.754340620984625509e+00	2.422326396451069996e+01	5.521520763120550956e-01
6.763679470849131903e+00	2.423268960517344439e+01	5.518500879601435649e-01
6.773031233020208042e+00	2.424211621984577647e+01	5.515482815888044232e-01
6.782395925350981791e+00	2.425154380506757335e+01	5.512466569383065451e-01
6.791773565719263495e+00	2.426097235737924152e+01	5.509452137491378521e-01
6.801164172027585941e+00	2.427040187332175236e+01	5.506439517620039803e-01
6.810567762203223907e+00	2.427983234943660662e+01	5.503428707178285029e-01
6.819984354198250109e+00	2.428926378226583793e+01	5.500419703577532626e-01
6.829413965989553859e+00	2.429869616835198798e+01	5.497412504231373731e-01
6.838856615578884579e+00	2.430812950423810648e+01	5.494407106555582176e-01
6.848312320992872237e+00	2.431756378646773697e+01	5.491403507968105613e-01
6.857781100283078857e+00	2.432699901158491329e+01	5.488401705889066617e-01
6.867262971526024273e+00	2.433643517613415241e+01	5.485401697740760474e-01
6.876757952823224329e+00	2.434587227666042608e+01	5.482403480947656282e-01
6.886266062301212187e+00	2.435531030970915722e+01	5.479407052936398070e-01
6.895787318111595177e+00	2.436474927182623063e+01	5.476412411135794800e-01
6.905321738431073442e+00	2.437418915955796095e+01	5.473419552976828140e-01
6.914869341461481689e+00	2.438362996945108563e+01	5.470428475892648024e-01
6.924430145429812278e+00	2.439307169805275777e+01	5.467439177318573762e-01
6.934004168588268513e+00	2.440251434191053903e+01	5.464451654692087379e-01
6.943591429214286848e+00	2.441195789757238899e+01	5.461465905452840275e-01
6.953191945610579516e+00	2.442140236158664734e+01	5.458481927042643234e-01
6.962805736105153187e+00	2.443084773050202330e+01	5.455499716905475305e-01
6.972432819051364916e+00	2.444029400086761683e+01	5.452519272487473811e-01
6.982073212827947017e+00	2.444974116923285834e+01	5.449540591236937681e-01
6.991726935839041701e+00	2.445918923214753349e+01	5.446563670604328555e-01
7.001394006514241042e+00	2.446863818616176189e+01	5.443588508042261909e-01
7.011074443308608295e+00	2.447808802782598647e+01	5.440615101005517040e-01
7.020768264702734740e+00	2.448753875369096988e+01	5.437643446951023751e-01
7.030475489202758332e+00	2.449699036030777322e+01	5.434673543337872337e-01
7.040196135340410777e+00	2.450644284422776664e+01	5.431705387627302484e-01
7.049930221673032626e+00	2.451589620200258679e+01	5.428738977282712153e-01
7.059677766783636343e+00	2.452535043018415450e+01	5.425774309769648696e-01
7.069438789280922286e+00	2.453480552532465353e+01	5.422811382555808857e-01
7.079213307799324895e+00	2.454426148397653051e+01	5.419850193111042103e-01
7.089001340999033118e+00	2.455371830269245947e+01	5.416890738907349512e-01
7.098802907566044595e+00	2.456317597802536312e+01	5.413933017418871563e-01
7.108618026212192298e+00	2.457263450652837378e+01	5.410977026121902567e-01
7.118446715675182723e+00	2.458209388475486890e+01	5.408022762494878455e-01
7.128288994718620764e+00	2.459155410925838936e+01	5.405070224018381220e-01
7.138144882132063884e+00	2.460101517659269632e+01	5.402119408175134474e-01
7.148014396731045217e+00	2.461047708331172501e+01	5.399170312450006781e-01
7.157897557357118856e+00	2.461993982596959540e+01	5.396222934330006105e-01
7.167794382877876735e+00	2.462940340112056958e+01	5.393277271304276477e-01
7.177704892187010799e+00	2.463886780531908016e+01	5.390333320864106881e-01
7.187629104204329877e+00	2.464833303511970186e+01	5.387391080502921259e-01
7.197567037875809426e+00	2.465779908707713375e+01	5.384450547716276292e-01
7.207518712173606623e+00	2.466726595774620279e+01	5.381511720001871391e-01
7.217484146096122544e+00	2.467673364368184608e+01	5.378574594859535374e-01
7.227463358668022586e+00	2.468620214143911085e+01	5.375639169791228689e-01
7.237456368940276441e+00	2.469567144757312604e+01	5.372705442301046741e-01
7.247463195990198059e+00	2.470514155863910943e+01	5.369773409895215455e-01
7.257483858921466968e+00	2.471461247119235338e+01	5.366843070082085720e-01
7.267518376864188667e+00	2.472408418178820355e+01	5.363914420372145608e-01
7.277566768974913280e+00	2.473355668698205179e+01	5.360987458278003714e-01
7.287629054436684406e+00	2.474302998332935744e+01	5.358062181314394712e-01
7.297705252459054215e+00	2.475250406738557984e+01	5.355138586998181571e-01
7.307795382278147400e+00	2.476197893570622099e+01	5.352216672848350010e-01
7.317899463156683382e+00	2.477145458484678642e+01	5.349296436386006270e-01
7.328017514384015385e+00	2.478093101136277099e+01	5.346377875134381563e-01
7.338149555276158864e+00	2.479040821180968024e+01	5.343460986618826514e-01
7.348295605175846568e+00	2.479988618274299483e+01	5.340545768366806723e-01
7.358455683452550744e+00	2.480936492071814570e+01	5.337632217907913867e-01
7.368629809502530215e+00	2.481884442229055665e+01	5.334720332773849050e-01
7.378818002748848137e+00	2.482832468401556625e+01	5.331810110498435007e-01
7.389020282641436843e+00	2.483780570244847752e+01	5.328901548617603900e-01
7.399236668657115601e+00	2.484728747414450467e+01	5.325994644669407307e-01
7.409467180299636802e+00	2.485676999565880152e+01	5.323089396194000678e-01
7.419711837099710827e+00	2.486625326354640109e+01	5.320185800733658876e-01
7.429970658615059342e+00	2.487573727436226534e+01	5.317283855832766193e-01
7.440243664430445492e+00	2.488522202466123545e+01	5.314383559037807458e-01
7.450530874157712091e+00	2.489470751099800694e+01	5.311484907897383589e-01
7.460832307435807387e+00	2.490419372992717228e+01	5.308587899962202705e-01
7.471147983930846337e+00	2.491368067800316410e+01	5.305692532785070137e-01
7.481477923336130154e+00	2.492316835178027290e+01	5.302798803920903969e-01
7.491822145372188935e+00	2.493265674781261865e+01	5.299906710926718389e-01
7.502180669786821632e+00	2.494214586265415079e+01	5.297016251361633676e-01
7.512553516355122696e+00	2.495163569285863403e+01	5.294127422786873982e-01
7.522940704879538920e+00	2.496112623497962346e+01	5.291240222765755119e-01
7.533342255189891645e+00	2.497061748557049654e+01	5.288354648863697882e-01
7.543758187143424720e+00	2.498010944118441046e+01	5.285470698648213617e-01
7.554188520624826708e+00	2.498960209837427016e+01	5.282588369688921981e-01
7.564633275546290392e+00	2.499909545369277808e+01	5.279707659557522081e-01
7.575092471847535869e+00	2.500858950369238087e+01	5.276828565827818007e-01
7.585566129495856735e+00	2.501808424492525873e+01	5.273951086075702177e-01
7.596054268486143179e+00	2.502757967394332894e+01	5.271075217879160890e-01
7.606556908840942377e+00	2.503707578729824235e+01	5.268200958818267665e-01
7.617074070610481584e+00	2.504657258154136201e+01	5.265328306475185460e-01
7.627605773872714323e+00	2.505607005322373482e+01	5.262457258434170004e-01
7.638152038733344362e+00	2.506556819889611987e+01	5.259587812281557584e-01
7.648712885325884336e+00	2.507506701510894942e+01	5.256719965605775036e-01
7.659288333811681504e+00	2.508456649841231823e+01	5.253853715997330864e-01
7.669878404379963044e+00	2.509406664535601550e+01	5.250989061048817463e-01
7.680483117247858260e+00	2.510356745248943611e+01	5.248125998354912225e-01
7.691102492660460754e+00	2.511306891636165517e+01	5.245264525512367548e-01
7.701736550890855071e+00	2.512257103352134635e+01	5.242404640120023052e-01
7.712385312240155777e+00	2.513207380051682449e+01	5.239546339778792250e-01
7.723048797037537661e+00	2.514157721389600297e+01	5.236689622091669216e-01
7.733727025640295238e+00	2.515108127020640083e+01	5.233834484663718589e-01
7.744420018433865849e+00	2.516058596599512143e+01	5.230980925102088896e-01
7.755127795831871396e+00	2.517009129780884535e+01	5.228128941015998121e-01
7.765850378276162758e+00	2.517959726219383043e+01	5.225278530016739253e-01
7.776587786236844657e+00	2.518910385569587262e+01	5.222429689717670298e-01
7.787340040212335168e+00	2.519861107486034157e+01	5.219582417734229818e-01
7.798107160729389697e+00	2.520811891623211309e+01	5.216736711683921390e-01
7.808889168343149834e+00	2.521762737635561180e+01	5.213892569186315828e-01
7.819686083637165552e+00	2.522713645177477559e+01	5.211049987863053401e-01
7.830497927223459165e+00	2.523664613903303788e+01	5.208208965337841612e-01
7.841324719742546634e+00	2.524615643467333115e+01	5.205369499236447428e-01
7.852166481863487313e+00	2.525566733523807983e+01	5.202531587186705053e-01
7.863023234283906149e+00	2.526517883726917191e+01	5.199695226818515925e-01
7.873894997730057632e+00	2.527469093730796246e+01	5.196860415763836505e-01
7.884781792956849777e+00	2.528420363189526654e+01	5.194027151656683827e-01
7.895683640747891197e+00	2.529371691757133433e+01	5.191195432133136611e-01
7.906600561915513303e+00	2.530323079087584404e+01	5.188365254831335260e-01
7.917532577300837815e+00	2.531274524834791251e+01	5.185536617391470759e-01
7.928479707773797180e+00	2.532226028652604555e+01	5.182709517455793558e-01
7.939441974233183430e+00	2.533177590194817697e+01	5.179883952668605795e-01
7.950419397606672156e+00	2.534129209115160464e+01	5.177059920676266858e-01
7.961411998850886462e+00	2.535080885067301537e+01	5.174237419127186710e-01
7.972419798951421832e+00	2.536032617704847425e+01	5.171416445671827011e-01
7.983442818922892315e+00	2.536984406681340332e+01	5.168596997962698891e-01
7.994481079808956281e+00	2.537936251650256381e+01	5.165779073654364062e-01
8.005534602682379486e+00	2.538888152265005260e+01	5.162962670403431487e-01
8.016603408645060824e+00	2.539840108178931644e+01	5.160147785868556269e-01
8.027687518828079405e+00	2.540792119045309860e+01	5.157334417710439656e-01
8.038786954391717643e+00	2.541744184517344962e+01	5.154522563591827922e-01
8.049901736525528761e+00	2.542696304248172723e+01	5.151712221177511264e-01
8.061031886448358108e+00	2.543648477890856086e+01	5.148903388134321579e-01
8.072177425408391116e+00	2.544600705098387650e+01	5.146096062131129134e-01
8.083338374683194161e+00	2.545552985523685052e+01	5.143290240838850336e-01
8.094514755579741205e+00	2.546505318819589903e+01	5.140485921930436630e-01
8.105706589434477749e+00	2.547457704638870624e+01	5.137683103080877833e-01
8.116913897613349249e+00	2.548410142634217834e+01	5.134881781967199910e-01
8.128136701511843754e+00	2.549362632458244704e+01	5.132081956268467193e-01
8.139375022555016770e+00	2.550315173763484822e+01	5.129283623665775727e-01
8.150628882197565872e+00	2.551267766202393616e+01	5.126486781842255480e-01
8.161898301923844912e+00	2.552220409427343029e+01	5.123691428483072574e-01
8.173183303247915532e+00	2.553173103090626128e+01	5.120897561275417065e-01
8.184483907713577366e+00	2.554125846844449654e+01	5.118105177908515158e-01
8.195800136894426657e+00	2.555078640340938989e+01	5.115314276073620325e-01
8.207132012393884679e+00	2.556031483232132473e+01	5.112524853464016639e-01
8.218479555845249251e+00	2.556984375169983892e+01	5.109736907775008774e-01
8.229842788911712503e+00	2.557937315806358569e+01	5.106950436703929785e-01
8.241221733286435480e+00	2.558890304793032655e+01	5.104165437950146655e-01
8.252616410692565907e+00	2.559843341781695258e+01	5.101381909215033650e-01
8.264026842883293256e+00	2.560796426423944894e+01	5.098599848201997853e-01
8.275453051641870061e+00	2.561749558371284863e+01	5.095819252616468065e-01
8.286895058781682977e+00	2.562702737275131071e+01	5.093040120165890361e-01
8.298352886146270535e+00	2.563655962786802078e+01	5.090262448559731423e-01
8.309826555609376442e+00	2.564609234557523720e+01	5.087486235509472987e-01
8.321316089074981548e+00	2.565562552238424843e+01	5.084711478728619616e-01
8.332821508477360695e+00	2.566515915480537657e+01	5.081938175932688706e-01
8.344342835781109358e+00	2.567469323934797387e+01	5.079166324839214930e-01
8.355880092981198715e+00	2.568422777252039779e+01	5.076395923167742463e-01
8.367433302103007620e+00	2.569376275083000749e+01	5.073626968639831647e-01
8.379002485202363459e+00	2.570329817078314960e+01	5.070859458979055656e-01
8.390587664365595444e+00	2.571283402888514757e+01	5.068093391910994949e-01
8.402188861709570133e+00	2.572237032164028392e+01	5.065328765163243929e-01
8.413806099381735848e+00	2.573190704555184283e+01	5.062565576465399841e-01
8.425439399560149312e+00	2.574144419712198228e+01	5.059803823549077206e-01
8.437088784453546708e+00	2.575098177285186196e+01	5.057043504147887836e-01
8.448754276301366772e+00	2.576051976924153308e+01	5.054284615997453045e-01
8.460435897373800529e+00	2.577005818278997751e+01	5.051527156835394772e-01
8.472133669971817937e+00	2.577959700999506154e+01	5.048771124401348898e-01
8.483847616427235394e+00	2.578913624735357146e+01	5.046016516436940824e-01
8.495577759102745929e+00	2.579867589136113892e+01	5.043263330685807677e-01
8.507324120391960065e+00	2.580821593851231555e+01	5.040511564893579433e-01
8.519086722719443117e+00	2.581775638530048056e+01	5.037761216807888909e-01
8.530865588540777367e+00	2.582729722821786567e+01	5.035012284178370656e-01
8.542660740342585157e+00	2.583683846375555504e+01	5.032264764756649855e-01
8.554472200642591062e+00	2.584638008840345691e+01	5.029518656296350088e-01
8.566299991989636098e+00	2.585592209865029290e+01	5.026773956553094447e-01
8.578144136963748778e+00	2.586546449098360156e+01	5.024030663284497766e-01
8.590004658176180641e+00	2.587500726188971356e+01	5.021288774250164400e-01
8.601881578269443551e+00	2.588455040785374806e+01	5.018548287211694880e-01
8.613774919917350559e+00	2.589409392535959498e+01	5.015809199932681484e-01
8.625684705825067411e+00	2.590363781088990791e+01	5.013071510178708223e-01
8.637610958729160515e+00	2.591318206092610410e+01	5.010335215717341972e-01
8.649553701397621808e+00	2.592272667194833602e+01	5.007600314318143564e-01
8.661512956629936255e+00	2.593227164043550204e+01	5.004866803752660021e-01
8.673488747257094289e+00	2.594181696286520378e+01	5.002134681794423443e-01
8.685481096141666413e+00	2.595136263571375324e+01	4.999403946218953787e-01
8.697490026177835176e+00	2.596090865545619053e+01	4.996674594803752201e-01
8.709515560291434255e+00	2.597045501856621286e+01	4.993946625328304911e-01
8.721557721439987532e+00	2.598000172151621712e+01	4.991220035574082670e-01
8.733616532612773042e+00	2.598954876077726439e+01	4.988494823324532423e-01
8.745692016830849624e+00	2.599909613281905507e+01	4.985770986365089530e-01
8.757784197147111982e+00	2.600864383410996794e+01	4.983048522483159437e-01
8.769893096646312003e+00	2.601819186111698556e+01	4.980327429468134337e-01
8.782018738445138695e+00	2.602774021030573692e+01	4.977607705111381509e-01
8.794161145692234172e+00	2.603728887814046189e+01	4.974889347206241652e-01
8.806320341568252275e+00	2.604683786108400056e+01	4.972172353548034440e-01
8.818496349285885216e+00	2.605638715559777552e+01	4.969456721934056298e-01
8.830689192089931083e+00	2.606593675814180600e+01	4.966742450163573186e-01
8.842898893257327586e+00	2.607548666517468305e+01	4.964029536037826151e-01
8.855125476097192916e+00	2.608503687315355535e+01	4.961317977360028553e-01
8.867368963950868377e+00	2.609458737853409005e+01	4.958607771935366615e-01
8.879629380191977006e+00	2.610413817777054746e+01	4.955898917570991657e-01
8.891906748226453772e+00	2.611368926731566731e+01	4.953191412076032307e-01
8.904201091492602416e+00	2.612324064362074694e+01	4.950485253261575624e-01
8.916512433461120324e+00	2.613279230313555246e+01	4.947780438940681536e-01
8.928840797635169579e+00	2.614234424230836851e+01	4.945076966928381168e-01
8.941186207550403608e+00	2.615189645758595560e+01	4.942374835041661862e-01
8.953548686775015142e+00	2.616144894541355015e+01	4.939674041099481605e-01
8.965928258909794835e+00	2.617100170223484312e+01	4.936974582922760701e-01
8.978324947588141924e+00	2.618055472449199783e+01	4.934276458334385107e-01
8.990738776476154825e+00	2.619010800862558597e+01	4.931579665159196990e-01
9.003169769272641787e+00	2.619966155107464090e+01	4.928884201224008055e-01
9.015617949709186618e+00	2.620921534827660437e+01	4.926190064357580112e-01
9.028083341550171781e+00	2.621876939666730522e+01	4.923497252390644507e-01
9.040565968592849444e+00	2.622832369268099839e+01	4.920805763155886026e-01
9.053065854667371681e+00	2.623787823275031883e+01	4.918115594487946773e-01
9.065583023636843762e+00	2.624743301330627077e+01	4.915426744223426736e-01
9.078117499397349022e+00	2.625698803077821353e+01	4.912739210200883777e-01
9.090669305878028794e+00	2.626654328159388285e+01	4.910052990260829198e-01
9.103238467041101956e+00	2.627609876217934470e+01	4.907368082245729402e-01
9.115825006881923542e+00	2.628565446895899171e+01	4.904684484000001454e-01
9.128428949429011396e+00	2.629521039835555030e+01	4.902002193370020300e-01
9.141050318744122549e+00	2.630476654679004156e+01	4.899321208204109879e-01
9.153689138922276314e+00	2.631432291068179552e+01	4.896641526352543683e-01
9.166345434091811128e+00	2.632387948644843689e+01	4.893963145667546977e-01
9.179019228414412979e+00	2.633343627050585312e+01	4.891286064003297351e-01
9.191710546085190003e+00	2.634299325926820146e+01	4.888610279215915844e-01
9.204419411332699141e+00	2.635255044914790901e+01	4.885935789163473042e-01
9.217145848418995868e+00	2.636210783655562295e+01	4.883262591705987976e-01
9.229889881639676830e+00	2.637166541790024255e+01	4.880590684705424231e-01
9.242651535323934908e+00	2.638122318958888002e+01	4.877920066025694945e-01
9.255430833834605409e+00	2.639078114802686770e+01	4.875250733532651148e-01
9.268227801568205138e+00	2.640033928961772602e+01	4.872582685094091759e-01
9.281042462954985695e+00	2.640989761076318132e+01	4.869915918579758030e-01
9.293874842458963670e+00	2.641945610786312670e+01	4.867250431861332993e-01
9.306724964577998804e+00	2.642901477731562565e+01	4.864586222812443128e-01
9.319592853843813529e+00	2.643857361551688712e+01	4.861923289308653362e-01
9.332478534822053362e+00	2.644813261886129396e+01	4.859261629227469848e-01
9.345382032112318882e+00	2.645769178374134256e+01	4.856601240448334411e-01
9.358303370348233230e+00	2.646725110654765345e+01	4.853942120852636211e-01
9.371242574197479414e+00	2.647681058366896778e+01	4.851284268323691751e-01
9.384199668361846491e+00	2.648637021149212245e+01	4.848627680746762092e-01
9.397174677577265101e+00	2.649592998640204300e+01	4.845972356009038973e-01
9.410167626613882064e+00	2.650548990478174716e+01	4.843318291999656466e-01
9.423178540276087034e+00	2.651504996301230221e+01	4.840665486609675994e-01
9.436207443402571116e+00	2.652461015747286410e+01	4.838013937732094094e-01
9.449254360866349955e+00	2.653417048454058502e+01	4.835363643261850752e-01
9.462319317574850785e+00	2.654373094059071292e+01	4.832714601095804419e-01
9.475402338469930186e+00	2.655329152199647780e+01	4.830066809132754213e-01
9.488503448527934481e+00	2.656285222512914146e+01	4.827420265273427158e-01
9.501622672759729937e+00	2.657241304635795487e+01	4.824774967420485394e-01
9.514760036210779148e+00	2.658197398205017237e+01	4.822130913478514525e-01
9.527915563961169454e+00	2.659153502857102680e+01	4.819488101354032494e-01
9.541089281125668009e+00	2.660109618228371886e+01	4.816846528955486817e-01
9.554281212853751981e+00	2.661065743954941354e+01	4.814206194193252908e-01
9.567491384329688486e+00	2.662021879672720814e+01	4.811567094979630754e-01
9.580719820772557682e+00	2.662978025017414652e+01	4.808929229228848246e-01
9.593966547436309611e+00	2.663934179624520482e+01	4.806292594857061173e-01
9.607231589609819267e+00	2.664890343129326311e+01	4.803657189782344905e-01
9.620514972616907912e+00	2.665846515166910535e+01	4.801023011924707151e-01
9.633816721816430118e+00	2.666802695372140519e+01	4.798390059206076308e-01
9.647136862602291529e+00	2.667758883379673662e+01	4.795758329550300347e-01
9.660475420403519919e+00	2.668715078823952069e+01	4.793127820883154033e-01
9.673832420684286504e+00	2.669671281339203261e+01	4.790498531132333926e-01
9.687207888943978773e+00	2.670627490559442307e+01	4.787870458227459491e-01
9.700601850717243124e+00	2.671583706118466495e+01	4.785243600100065886e-01
9.714014331574034600e+00	2.672539927649854974e+01	4.782617954683612282e-01
9.727445357119647085e+00	2.673496154786969825e+01	4.779993519913479094e-01
9.740894952994787914e+00	2.674452387162951439e+01	4.777370293726961870e-01
9.754363144875620506e+00	2.675408624410722425e+01	4.774748274063276843e-01
9.767849958473805216e+00	2.676364866162980505e+01	4.772127458863557048e-01
9.781355419536543749e+00	2.677321112052202068e+01	4.769507846070853985e-01
9.794879553846650211e+00	2.678277361710639681e+01	4.766889433630137618e-01
9.808422387222579530e+00	2.679233614770318184e+01	4.764272219488290272e-01
9.821983945518493186e+00	2.680189870863040369e+01	4.761656201594111626e-01
9.835564254624282299e+00	2.681146129620377039e+01	4.759041377898318714e-01
9.849163340465651117e+00	2.682102390673674464e+01	4.756427746353537045e-01
9.862781229004141892e+00	2.683058653654046211e+01	4.753815304914315587e-01
9.876417946237204148e+00	2.684014918192377763e+01	4.751204051537105677e-01
9.890073518198208902e+00	2.684971183919319770e+01	4.748593984180281558e-01
9.903747970956542801e+00	2.685927450465292310e+01	4.745985100804123169e-01
9.917441330617631223e+00	2.686883717460479915e+01	4.743377399370827807e-01
9.931153623322998669e+00	2.687839984534832993e+01	4.740770877844496245e-01
9.944884875250298961e+00	2.688796251318064279e+01	4.738165534191152162e-01
9.958635112613393403e+00	2.689752517439650958e+01	4.735561366378718273e-01
9.972404361662386307e+00	2.690708782528829701e+01	4.732958372377034095e-01
9.986192648683674733e+00	2.691665046214598433e+01	4.730356550157845397e-01
1.000000000000000000e+01	2.692621308125715274e+01	4.727755897694807530e-01
1.001382644197049920e+01	2.693577567890694269e+01	4.725156412963485986e-01
1.002767200099076561e+01	2.694533825137808947e+01	4.722558093941350288e-01
1.004153670349285576e+01	2.695490079495085922e+01	4.719960938607784540e-01
1.005542057594540495e+01	2.696446330590308094e+01	4.717364944944073546e-01
1.006932364485363252e+01	2.697402578051012156e+01	4.714770110933413361e-01
1.008324593675940761e+01	2.698358821504487892e+01	4.712176434560901295e-01
1.009718747824129537e+01	2.699315060577773906e+01	4.709583913813546463e-01
1.011114829591461195e+01	2.700271294897662244e+01	4.706992546680259237e-01
1.012512841643147077e+01	2.701227524090693066e+01	4.704402331151853467e-01
1.013912786648084463e+01	2.702183747783153578e+01	4.701813265221054250e-01
1.015314667278858352e+01	2.703139965601078387e+01	4.699225346882484611e-01
1.016718486211751049e+01	2.704096177170247373e+01	4.696638574132678268e-01
1.018124246126745192e+01	2.705052382116187459e+01	4.694052944970061869e-01
1.019531949707528184e+01	2.706008580064166580e+01	4.691468457394975533e-01
1.020941599641498421e+01	2.706964770639196161e+01	4.688885109409656193e-01
1.022353198619769721e+01	2.707920953466028990e+01	4.686302899018244816e-01
1.023766749337176840e+01	2.708877128169158510e+01	4.683721824226784181e-01
1.025182254492281508e+01	2.709833294372815615e+01	4.681141883043217211e-01
1.026599716787374028e+01	2.710789451700971497e+01	4.678563073477392531e-01
1.028019138928483223e+01	2.711745599777331606e+01	4.675985393541055024e-01
1.029440523625378923e+01	2.712701738225339909e+01	4.673408841247850831e-01
1.030863873591577651e+01	2.713657866668172503e+01	4.670833414613329571e-01
1.032289191544347595e+01	2.714613984728740803e+01	4.668259111654936011e-01
1.033716480204713761e+01	2.715570092029687999e+01	4.665685930392017289e-01
1.035145742297463656e+01	2.716526188193387981e+01	4.663113868845821242e-01
1.036576980551152261e+01	2.717482272841945345e+01	4.660542925039493634e-01
1.038010197698107895e+01	2.718438345597194328e+01	4.657973096998073159e-01
1.039445396474433991e+01	2.719394406080695248e+01	4.655404382748508096e-01
1.040882579620019577e+01	2.720350453913737354e+01	4.652836780319635768e-01
1.042321749878541581e+01	2.721306488717332783e+01	4.650270287742196973e-01
1.043762909997470167e+01	2.722262510112222245e+01	4.647704903048823777e-01
1.045206062728074237e+01	2.723218517718865783e+01	4.645140624274051722e-01
1.046651210825426581e+01	2.724174511157448109e+01	4.642577449454312055e-01
1.048098357048409746e+01	2.725130490047874687e+01	4.640015376627931176e-01
1.049547504159721356e+01	2.726086454009771742e+01	4.637454403835128414e-01
1.050998654925876075e+01	2.727042402662480924e+01	4.634894529118032680e-01
1.052451812117216789e+01	2.727998335625066417e+01	4.632335750520654716e-01
1.053906978507915326e+01	2.728954252516305345e+01	4.629778066088908739e-01
1.055364156875979731e+01	2.729910152954693459e+01	4.627221473870603008e-01
1.056823350003258888e+01	2.730866036558438736e+01	4.624665971915438711e-01
1.058284560675447850e+01	2.731821902945463165e+01	4.622111558275018295e-01
1.059747791682093343e+01	2.732777751733401317e+01	4.619558231002834359e-01
1.061213045816600165e+01	2.733733582539598572e+01	4.617005988154274099e-01
1.062680325876232246e+01	2.734689394981108990e+01	4.614454827786625968e-01
1.064149634662124200e+01	2.735645188674697081e+01	4.611904747959068018e-01
1.065620974979282565e+01	2.736600963236834971e+01	4.609355746732670678e-01
1.067094349636592376e+01	2.737556718283700263e+01	4.606807822170405631e-01
1.068569761446822319e+01	2.738512453431177818e+01	4.604260972337129720e-01
1.070047213226629879e+01	2.739468168294854422e+01	4.601715195299603822e-01
1.071526707796567024e+01	2.740423862490021278e+01	4.599170489126477857e-01
1.073008247981086072e+01	2.741379535631672582e+01	4.596626851888291898e-01
1.074491836608545015e+01	2.742335187334503033e+01	4.594084281657485613e-01
1.075977476511209296e+01	2.743290817212904997e+01	4.591542776508390489e-01
1.077465170525264071e+01	2.744246424880972057e+01	4.589002334517233717e-01
1.078954921490814378e+01	2.745202009952494393e+01	4.586462953762130423e-01
