In	v1	v2
-6.255212677231021e-05	3.20e-01	-2.40e+00
-6.155129274395329e-05	3.80e-01	-2.40e+00
-6.055045871559636e-05	3.00e-01	-2.00e+00
-5.9549624687239323e-05	3.40e-01	-2.40e+00
-5.8548790658882396e-05	3.00e-01	-2.00e+00
-5.754795663052547e-05	3.40e-01	-2.00e+00
-5.6547122602168434e-05	2.80e-01	-2.00e+00
-5.554628857381151e-05	3.20e-01	-2.00e+00
-5.454545454545458e-05	2.80e-01	-1.60e+00
-5.3544620517097545e-05	3.20e-01	-2.00e+00
-5.254378648874062e-05	2.60e-01	-1.60e+00
-5.154295246038369e-05	3.00e-01	-1.60e+00
-5.0542118432026655e-05	2.60e-01	-2.00e+00
-4.954128440366973e-05	3.00e-01	-1.80e+00
-4.85404503753128e-05	2.40e-01	-1.40e+00
-4.7539616346955766e-05	2.80e-01	-1.80e+00
-4.653878231859884e-05	2.20e-01	-1.40e+00
-4.553794829024191e-05	2.20e-01	-1.60e+00
-4.453711426188488e-05	2.80e-01	-1.40e+00
-4.353628023352795e-05	2.60e-01	-1.80e+00
-4.253544620517102e-05	2.00e-01	-1.20e+00
-4.153461217681399e-05	2.00e-01	-1.60e+00
-4.053377814845706e-05	2.60e-01	-1.20e+00
-3.953294412010013e-05	2.40e-01	-1.20e+00
-3.85321100917431e-05	1.80e-01	-1.60e+00
-3.753127606338617e-05	1.80e-01	-1.20e+00
-3.6530442035029244e-05	2.40e-01	-1.40e+00
-3.552960800667221e-05	2.20e-01	-1.40e+00
-3.452877397831528e-05	1.60e-01	-1.00e+00
-3.3527939949958355e-05	2.00e-01	-1.00e+00
-3.252710592160132e-05	1.60e-01	-1.40e+00
-3.152627189324439e-05	2.00e-01	-1.20e+00
-3.0525437864887465e-05	1.40e-01	-1.00e+00
-2.952460383653043e-05	1.40e-01	-1.20e+00
-2.8523769808173503e-05	1.80e-01	-8.00e-01
-2.7522935779816468e-05	1.80e-01	-1.20e+00
-2.652210175145954e-05	1.20e-01	-8.00e-01
-2.5521267723102614e-05	1.20e-01	-8.00e-01
-2.4520433694745578e-05	1.60e-01	-1.20e+00
-2.351959966638865e-05	1.60e-01	-1.00e+00
-2.2518765638031724e-05	1.00e-01	-8.00e-01
-2.151793160967469e-05	1.40e-01	-1.00e+00
-2.0517097581317762e-05	8.00e-02	-6.00e-01
-1.9516263552960835e-05	8.00e-02	-6.00e-01
-1.85154295246038e-05	1.40e-01	-1.00e+00
-1.7514595496246873e-05	1.20e-01	-8.00e-01
-1.6513761467889946e-05	6.00e-02	-6.00e-01
-1.551292743953291e-05	1.00e-01	-6.00e-01
-1.4512093411175983e-05	4.00e-02	-8.00e-01
-1.3511259382819056e-05	4.00e-02	-4.00e-01
-1.2510425354462021e-05	1.00e-01	-8.00e-01
-1.1509591326105094e-05	8.00e-02	-4.00e-01
-1.0508757297748167e-05	2.00e-02	-8.00e-01
-9.507923269391132e-06	2.00e-02	-4.00e-01
-8.507089241034205e-06	6.00e-02	-6.00e-01
-7.5062552126772776e-06	6.00e-02	-6.00e-01
-6.505421184320242e-06	0.00e+00	-2.00e-01
-5.504587155963315e-06	4.00e-02	-2.00e-01
-4.503753127606388e-06	-2.00e-02	-6.00e-01
-3.502919099249353e-06	4.00e-02	-2.00e-01
-2.502085070892426e-06	-2.00e-02	-2.00e-01
-1.5012510425354989e-06	2.00e-02	-2.00e-01
-5.004170141784635e-07	-4.00e-02	-2.00e-01
5.004170141784635e-07	-4.00e-02	-2.00e-01
1.5012510425353905e-06	0.00e+00	2.00e-01
2.502085070892426e-06	0.00e+00	-2.00e-01
3.502919099249353e-06	-6.00e-02	2.00e-01
4.50375312760628e-06	-6.00e-02	0.00e+00
5.504587155963315e-06	0.00e+00	2.00e-01
6.505421184320242e-06	-2.00e-02	0.00e+00
7.506255212677169e-06	-8.00e-02	4.00e-01
8.507089241034205e-06	-4.00e-02	0.00e+00
9.507923269391132e-06	-8.00e-02	4.00e-01
1.0508757297748058e-05	-4.00e-02	2.00e-01
1.1509591326105094e-05	-1.00e-01	4.00e-01
1.2510425354462021e-05	-6.00e-02	2.00e-01
1.3511259382819056e-05	-1.00e-01	4.00e-01
1.4512093411175983e-05	-6.00e-02	2.00e-01
1.551292743953291e-05	-1.20e-01	6.00e-01
1.6513761467889946e-05	-8.00e-02	2.00e-01
1.7514595496246873e-05	-1.20e-01	6.00e-01
1.85154295246038e-05	-8.00e-02	2.00e-01
1.9516263552960835e-05	-1.40e-01	8.00e-01
2.0517097581317762e-05	-1.40e-01	4.00e-01
2.151793160967469e-05	-1.00e-01	8.00e-01
2.2518765638031724e-05	-1.00e-01	4.00e-01
2.351959966638865e-05	-1.60e-01	8.00e-01
2.4520433694745578e-05	-1.20e-01	8.00e-01
2.5521267723102614e-05	-1.80e-01	4.00e-01
2.652210175145954e-05	-1.80e-01	8.00e-01
2.7522935779816468e-05	-1.20e-01	6.00e-01
2.8523769808173503e-05	-1.80e-01	6.00e-01
2.952460383653043e-05	-1.40e-01	1.00e+00
3.052543786488736e-05	-1.60e-01	6.00e-01
3.152627189324439e-05	-2.00e-01	1.00e+00
3.252710592160132e-05	-2.20e-01	1.00e+00
3.3527939949958246e-05	-1.60e-01	8.00e-01
3.452877397831528e-05	-1.80e-01	8.00e-01
3.552960800667221e-05	-2.40e-01	1.20e+00
3.6530442035029136e-05	-2.00e-01	8.00e-01
3.753127606338617e-05	-2.40e-01	1.20e+00
3.85321100917431e-05	-2.00e-01	1.20e+00
3.9532944120100025e-05	-2.60e-01	1.00e+00
4.053377814845706e-05	-2.20e-01	1.20e+00
4.153461217681399e-05	-2.60e-01	1.00e+00
4.2535446205170914e-05	-2.20e-01	1.00e+00
4.353628023352795e-05	-2.80e-01	1.40e+00
4.453711426188488e-05	-2.40e-01	1.40e+00
4.5537948290241804e-05	-3.00e-01	1.00e+00
4.653878231859884e-05	-2.40e-01	1.40e+00
4.7539616346955766e-05	-3.00e-01	1.20e+00
4.854045037531269e-05	-2.60e-01	1.20e+00
4.954128440366973e-05	-3.20e-01	1.60e+00
5.0542118432026655e-05	-3.20e-01	1.60e+00
5.154295246038369e-05	-2.60e-01	1.20e+00
5.254378648874062e-05	-2.80e-01	1.60e+00
5.3544620517097545e-05	-3.40e-01	1.60e+00
5.454545454545458e-05	-3.40e-01	1.60e+00
5.554628857381151e-05	-2.80e-01	1.60e+00
5.6547122602168434e-05	-3.00e-01	1.60e+00
5.754795663052547e-05	-3.60e-01	2.00e+00
5.8548790658882396e-05	-3.60e-01	1.80e+00
5.9549624687239323e-05	-3.20e-01	2.00e+00
6.055045871559636e-05	-3.20e-01	1.80e+00
6.155129274395329e-05	-3.80e-01	2.00e+00
6.255212677231021e-05	-3.80e-01	1.80e+00
6.355296080066725e-05	-3.20e-01	2.20e+00
6.455379482902418e-05	-3.40e-01	2.20e+00
6.55546288573811e-05	-4.00e-01	1.80e+00
6.655546288573814e-05	-4.00e-01	2.00e+00
6.755629691409506e-05	-3.60e-01	2.20e+00
6.855713094245199e-05	-4.20e-01	2.00e+00
6.955796497080903e-05	-3.60e-01	2.40e+00
7.055879899916595e-05	-4.20e-01	2.20e+00
7.155963302752288e-05	-3.80e-01	2.40e+00
7.256046705587992e-05	-4.40e-01	2.40e+00
7.356130108423684e-05	-3.80e-01	2.20e+00
7.456213511259377e-05	-4.40e-01	2.20e+00
7.55629691409508e-05	-4.00e-01	2.60e+00
7.656380316930773e-05	-4.00e-01	2.60e+00
7.756463719766466e-05	-4.80e-01	2.40e+00
7.85654712260217e-05	-4.80e-01	2.40e+00
7.956630525437862e-05	-4.20e-01	2.80e+00
8.056713928273555e-05	-4.20e-01	2.40e+00
8.156797331109258e-05	-5.00e-01	2.80e+00
8.256880733944951e-05	-4.60e-01	2.60e+00
8.356964136780644e-05	-5.00e-01	2.80e+00
8.457047539616347e-05	-4.60e-01	2.60e+00
8.55713094245204e-05	-5.20e-01	3.00e+00
8.657214345287733e-05	-4.80e-01	3.00e+00
8.757297748123436e-05	-5.20e-01	2.60e+00
8.857381150959129e-05	-4.80e-01	2.80e+00
8.957464553794822e-05	-5.40e-01	3.00e+00
9.057547956630525e-05	-5.00e-01	2.80e+00
9.157631359466218e-05	-5.40e-01	3.20e+00
9.257714762301921e-05	-5.60e-01	2.80e+00
9.357798165137614e-05	-5.00e-01	3.20e+00
9.457881567973307e-05	-5.20e-01	3.00e+00
9.55796497080901e-05	-5.80e-01	3.40e+00
9.658048373644703e-05	-5.20e-01	3.40e+00
9.758131776480396e-05	-5.80e-01	3.00e+00
9.8582151793161e-05	-5.40e-01	3.40e+00
9.958298582151792e-05	-6.00e-01	3.40e+00
0.00010058381984987485	-5.60e-01	3.40e+00
0.00010158465387823188	-6.00e-01	3.80e+00
0.00010258548790658881	-5.60e-01	3.40e+00
0.00010358632193494574	-6.20e-01	3.80e+00
0.00010458715596330277	-6.20e-01	3.60e+00
0.0001055879899916597	-5.80e-01	3.80e+00
0.00010658882402001663	-5.80e-01	3.60e+00
0.00010758965804837366	-6.40e-01	4.00e+00
0.00010859049207673059	-6.40e-01	3.80e+00
0.00010959132610508752	-5.80e-01	4.00e+00
0.00011059216013344455	-6.00e-01	3.80e+00
0.00011159299416180148	-6.60e-01	4.20e+00
0.0001125938281901584	-6.60e-01	4.20e+00
0.00011359466221851544	-6.20e-01	3.80e+00
0.00011459549624687237	-6.20e-01	4.20e+00
0.0001155963302752293	-6.80e-01	4.00e+00
0.00011659716430358633	-6.40e-01	4.00e+00
0.00011759799833194326	-7.00e-01	4.40e+00
0.00011859883236030018	-7.00e-01	4.40e+00
0.00011959966638865722	-6.40e-01	4.00e+00
0.00012060050041701415	-6.60e-01	4.20e+00
0.00012160133444537107	-7.20e-01	4.60e+00
0.0001226021684737281	-6.60e-01	4.20e+00
0.00012360300250208504	-7.40e-01	4.60e+00
0.00012460383653044196	-6.80e-01	4.40e+00
0.000125604670558799	-7.40e-01	4.80e+00
0.00012660550458715592	-7.60e-01	4.40e+00
0.00012760633861551285	-6.80e-01	4.80e+00
0.0001286071726438699	-7.20e-01	4.40e+00
0.00012960800667222681	-7.60e-01	5.00e+00
0.00013060884070058385	-7.20e-01	4.60e+00
0.00013160967472894078	-7.80e-01	5.00e+00
0.0001326105087572977	-7.40e-01	4.80e+00
0.00013361134278565474	-8.00e-01	5.00e+00
0.00013461217681401167	-8.00e-01	4.80e+00
0.0001356130108423686	-7.40e-01	5.20e+00
0.00013661384487072563	-7.60e-01	4.80e+00
0.00013761467889908255	-8.20e-01	5.20e+00
0.00013861551292743948	-7.60e-01	5.20e+00
0.00013961634695579652	-8.20e-01	5.60e+00
0.00014061718098415344	-7.80e-01	5.20e+00
0.00014161801501251037	-8.40e-01	5.60e+00
0.0001426188490408674	-8.40e-01	5.40e+00
0.00014361968306922433	-7.80e-01	5.80e+00
0.00014462051709758126	-8.00e-01	5.40e+00
0.0001456213511259383	-8.60e-01	5.80e+00
0.00014662218515429522	-8.60e-01	5.60e+00
0.00014762301918265215	-8.20e-01	6.00e+00
0.00014862385321100919	-8.20e-01	6.00e+00
0.0001496246872393661	-8.80e-01	5.80e+00
0.00015062552126772304	-8.40e-01	5.80e+00
0.00015162635529608007	-8.80e-01	6.20e+00
0.000152627189324437	-8.40e-01	6.00e+00
0.00015362802335279393	-9.00e-01	6.20e+00
0.00015462885738115096	-9.00e-01	6.00e+00
0.0001556296914095079	-8.60e-01	6.40e+00
0.00015663052543786482	-8.60e-01	6.20e+00
0.00015763135946622185	-9.20e-01	6.60e+00
0.00015863219349457878	-8.80e-01	6.60e+00
0.0001596330275229357	-9.40e-01	6.20e+00
0.00016063386155129274	-8.80e-01	6.20e+00
0.00016163469557964967	-9.40e-01	6.80e+00
0.0001626355296080066	-9.40e-01	6.40e+00
0.00016363636363636363	-9.00e-01	6.80e+00
0.00016463719766472056	-9.00e-01	6.60e+00
0.00016563803169307749	-9.60e-01	7.00e+00
0.00016663886572143452	-9.20e-01	7.00e+00
0.00016763969974979145	-9.80e-01	7.40e+00
0.00016864053377814838	-9.20e-01	7.00e+00
0.0001696413678065054	-9.80e-01	7.40e+00
0.00017064220183486234	-9.40e-01	7.20e+00
0.00017164303586321937	-1.00e+00	7.60e+00
0.0001726438698915763	-9.40e-01	7.20e+00
0.00017364470391993323	-1.02e+00	7.60e+00
0.00017464553794829026	-9.80e-01	7.40e+00
0.0001756463719766472	-1.04e+00	7.80e+00
0.00017664720600500412	-9.80e-01	8.00e+00
0.00017764804003336115	-1.04e+00	7.40e+00
0.00017864887406171808	-1.00e+00	7.60e+00
0.000179649708090075	-1.06e+00	8.00e+00
0.00018065054211843204	-1.00e+00	7.80e+00
0.00018165137614678897	-1.06e+00	8.20e+00
0.0001826522101751459	-1.02e+00	7.80e+00
0.00018365304420350293	-1.08e+00	8.40e+00
0.00018465387823185986	-1.02e+00	8.00e+00
0.00018565471226021678	-1.08e+00	8.40e+00
0.00018665554628857382	-1.04e+00	8.20e+00
0.00018765638031693075	-1.10e+00	8.60e+00
0.00018865721434528767	-1.04e+00	8.20e+00
0.0001896580483736447	-1.10e+00	8.80e+00
0.00019065888240200164	-1.06e+00	8.40e+00
0.00019165971643035856	-1.12e+00	9.00e+00
0.0001926605504587156	-1.12e+00	8.80e+00
0.00019366138448707253	-1.08e+00	9.20e+00
0.00019466221851542945	-1.08e+00	8.80e+00
0.0001956630525437865	-1.14e+00	9.20e+00
0.00019666388657214341	-1.10e+00	9.00e+00
0.00019766472060050034	-1.16e+00	9.40e+00
0.00019866555462885738	-1.10e+00	9.20e+00
0.0001996663886572143	-1.16e+00	9.60e+00
0.00020066722268557123	-1.10e+00	9.20e+00
0.00020166805671392827	-1.18e+00	9.80e+00
0.0002026688907422852	-1.12e+00	9.40e+00
0.00020366972477064212	-1.18e+00	9.80e+00
0.00020467055879899916	-1.18e+00	9.40e+00
0.00020567139282735608	-1.14e+00	1.00e+01
0.000206672226855713	-1.14e+00	9.60e+00
0.00020767306088407005	-1.22e+00	1.02e+01
0.00020867389491242697	-1.22e+00	1.02e+01
0.000209674728940784	-1.14e+00	9.80e+00
0.00021067556296914093	-1.16e+00	1.00e+01
0.00021167639699749786	-1.22e+00	1.04e+01
0.0002126772310258549	-1.22e+00	1.00e+01
0.00021367806505421182	-1.18e+00	1.06e+01
0.00021467889908256875	-1.18e+00	1.06e+01
0.00021567973311092579	-1.24e+00	1.02e+01
0.0002166805671392827	-1.20e+00	1.06e+01
0.00021768140116763964	-1.28e+00	1.10e+01
0.00021868223519599668	-1.20e+00	1.06e+01
0.0002196830692243536	-1.28e+00	1.10e+01
0.00022068390325271053	-1.28e+00	1.08e+01
0.00022168473728106756	-1.22e+00	1.12e+01
0.0002226855713094245	-1.24e+00	1.10e+01
0.00022368640533778142	-1.30e+00	1.14e+01
0.00022468723936613845	-1.26e+00	1.10e+01
0.00022568807339449538	-1.30e+00	1.16e+01
0.0002266889074228523	-1.26e+00	1.16e+01
0.00022768974145120934	-1.32e+00	1.12e+01
0.00022869057547956627	-1.28e+00	1.14e+01
0.0002296914095079232	-1.34e+00	1.18e+01
0.00023069224353628023	-1.34e+00	1.14e+01
0.00023169307756463716	-1.28e+00	1.20e+01
0.0002326939115929941	-1.30e+00	1.16e+01
0.00023369474562135112	-1.36e+00	1.22e+01
0.00023469557964970805	-1.30e+00	1.22e+01
0.00023569641367806498	-1.38e+00	1.18e+01
0.000236697247706422	-1.32e+00	1.20e+01
0.00023769808173477894	-1.38e+00	1.24e+01
0.00023869891576313587	-1.32e+00	1.20e+01
0.0002396997497914929	-1.40e+00	1.26e+01
0.00024070058381984983	-1.34e+00	1.24e+01
0.00024170141784820675	-1.42e+00	1.28e+01
0.0002427022518765638	-1.40e+00	1.26e+01
0.00024370308590492072	-1.34e+00	1.30e+01
0.00024470391993327764	-1.36e+00	1.26e+01
0.0002457047539616347	-1.42e+00	1.32e+01
0.0002467055879899916	-1.36e+00	1.28e+01
0.00024770642201834864	-1.44e+00	1.34e+01
0.00024870725604670557	-1.38e+00	1.30e+01
0.0002497080900750625	-1.44e+00	1.34e+01
0.00025070892410341953	-1.42e+00	1.34e+01
0.00025170975813177646	-1.36e+00	1.28e+01
0.0002527105921601334	-1.36e+00	1.32e+01
0.0002537114261884904	-1.42e+00	1.26e+01
0.00025471226021684735	-1.42e+00	1.30e+01
0.0002557130942452043	-1.34e+00	1.24e+01
0.0002567139282735613	-1.40e+00	1.28e+01
0.00025771476230191824	-1.32e+00	1.24e+01
0.00025871559633027516	-1.38e+00	1.26e+01
0.0002597164303586322	-1.32e+00	1.20e+01
0.0002607172643869891	-1.38e+00	1.24e+01
0.00026171809841534605	-1.30e+00	1.18e+01
0.0002627189324437031	-1.36e+00	1.22e+01
0.00026371976647206	-1.30e+00	1.18e+01
0.00026472060050041694	-1.34e+00	1.22e+01
0.000265721434528774	-1.28e+00	1.16e+01
0.0002667222685571309	-1.34e+00	1.20e+01
0.00026772310258548783	-1.28e+00	1.14e+01
0.00026872393661384487	-1.32e+00	1.18e+01
0.0002697247706422018	-1.26e+00	1.14e+01
0.0002707256046705587	-1.26e+00	1.16e+01
0.00027172643869891576	-1.32e+00	1.12e+01
0.0002727272727272727	-1.30e+00	1.16e+01
0.0002737281067556296	-1.24e+00	1.10e+01
0.00027472894078398665	-1.30e+00	1.10e+01
0.0002757297748123436	-1.22e+00	1.14e+01
0.0002767306088407005	-1.28e+00	1.12e+01
0.00027773144286905754	-1.22e+00	1.08e+01
0.00027873227689741446	-1.26e+00	1.10e+01
0.0002797331109257714	-1.20e+00	1.06e+01
0.0002807339449541284	-1.26e+00	1.10e+01
0.00028173477898248535	-1.18e+00	1.02e+01
0.0002827356130108423	-1.24e+00	1.06e+01
0.0002837364470391993	-1.18e+00	1.02e+01
0.00028473728106755624	-1.22e+00	1.04e+01
0.00028573811509591317	-1.16e+00	1.00e+01
0.0002867389491242702	-1.22e+00	1.04e+01
0.00028773978315262713	-1.16e+00	9.80e+00
0.00028874061718098417	-1.20e+00	1.02e+01
0.0002897414512093411	-1.14e+00	9.80e+00
0.000290742285237698	-1.20e+00	1.00e+01
0.00029174311926605506	-1.14e+00	9.60e+00
0.000292743953294412	-1.18e+00	1.00e+01
0.0002937447873227689	-1.12e+00	9.40e+00
0.00029474562135112594	-1.12e+00	9.80e+00
0.00029574645537948287	-1.18e+00	9.40e+00
0.0002967472894078398	-1.16e+00	9.60e+00
0.00029774812343619683	-1.10e+00	9.20e+00
0.00029874895746455376	-1.16e+00	9.60e+00
0.0002997497914929107	-1.08e+00	9.00e+00
0.0003007506255212677	-1.14e+00	9.40e+00
0.00030175145954962465	-1.08e+00	9.00e+00
0.0003027522935779816	-1.08e+00	8.80e+00
0.0003037531276063386	-1.14e+00	9.20e+00
0.00030475396163469554	-1.12e+00	9.00e+00
0.00030575479566305247	-1.06e+00	8.40e+00
0.0003067556296914095	-1.10e+00	8.80e+00
0.00030775646371976643	-1.04e+00	8.40e+00
0.00030875729774812336	-1.10e+00	8.60e+00
0.0003097581317764804	-1.04e+00	8.20e+00
0.0003107589658048373	-1.10e+00	8.60e+00
0.00031175979983319425	-1.02e+00	8.00e+00
0.0003127606338615513	-1.08e+00	8.40e+00
0.0003137614678899082	-1.02e+00	8.00e+00
0.00031476230191826513	-1.08e+00	8.20e+00
0.00031576313594662217	-1.00e+00	7.80e+00
0.0003167639699749791	-1.00e+00	8.20e+00
0.000317764804003336	-1.06e+00	7.60e+00
0.00031876563803169306	-1.00e+00	8.00e+00
0.00031976647206005	-1.04e+00	7.60e+00
0.0003207673060884069	-9.80e-01	7.80e+00
0.00032176814011676395	-1.04e+00	7.40e+00
0.0003227689741451209	-1.02e+00	7.40e+00
0.0003237698081734778	-9.40e-01	7.80e+00
0.00032477064220183484	-9.40e-01	7.60e+00
0.00032577147623019176	-1.02e+00	7.20e+00
0.0003267723102585488	-1.00e+00	7.40e+00
0.00032777314428690573	-9.20e-01	7.00e+00
0.00032877397831526265	-9.80e-01	7.00e+00
0.0003297748123436197	-9.20e-01	7.40e+00
0.0003307756463719766	-9.60e-01	7.00e+00
0.00033177648040033354	-9.00e-01	6.60e+00
0.0003327773144286906	-9.60e-01	7.00e+00
0.0003337781484570475	-9.00e-01	6.60e+00
0.00033477898248540443	-9.40e-01	6.80e+00
0.00033577981651376147	-8.80e-01	6.40e+00
0.0003367806505421184	-9.40e-01	6.60e+00
0.0003377814845704753	-8.80e-01	6.20e+00
0.00033878231859883236	-9.20e-01	6.20e+00
0.0003397831526271893	-8.60e-01	6.60e+00
0.0003407839866555462	-8.60e-01	6.40e+00
0.00034178482068390325	-9.20e-01	6.00e+00
0.0003427856547122602	-9.00e-01	6.40e+00
0.0003437864887406171	-8.40e-01	6.00e+00
0.00034478732276897414	-8.80e-01	6.20e+00
0.00034578815679733106	-8.40e-01	5.80e+00
0.000346788990825688	-8.80e-01	5.80e+00
0.000347789824854045	-8.20e-01	6.00e+00
0.00034879065888240195	-8.20e-01	6.00e+00
0.0003497914929107589	-8.60e-01	5.60e+00
0.0003507923269391159	-8.60e-01	5.80e+00
0.00035179316096747284	-8.00e-01	5.40e+00
0.00035279399499582977	-8.00e-01	5.40e+00
0.0003537948290241868	-8.60e-01	5.80e+00
0.00035479566305254373	-8.40e-01	5.60e+00
0.00035579649708090066	-7.80e-01	5.20e+00
0.0003567973311092577	-7.80e-01	5.20e+00
0.0003577981651376146	-8.20e-01	5.60e+00
0.00035879899916597155	-8.20e-01	5.20e+00
0.0003597998331943286	-7.60e-01	5.20e+00
0.0003608006672226855	-8.00e-01	5.20e+00
0.00036180150125104244	-7.40e-01	4.80e+00
0.00036280233527939947	-8.00e-01	5.00e+00
0.0003638031693077564	-7.40e-01	4.80e+00
0.0003648040033361133	-7.80e-01	5.00e+00
0.00036580483736447036	-7.20e-01	4.60e+00
0.0003668056713928273	-7.20e-01	5.00e+00
0.0003678065054211843	-7.80e-01	4.60e+00
0.00036880733944954125	-7.20e-01	4.80e+00
0.0003698081734778982	-7.60e-01	4.40e+00
0.0003708090075062552	-6.80e-01	4.80e+00
0.00037180984153461214	-7.60e-01	4.40e+00
0.00037281067556296907	-7.40e-01	4.60e+00
0.0003738115095913261	-6.60e-01	4.40e+00
0.00037481234361968303	-7.20e-01	4.60e+00
0.00037581317764803996	-6.60e-01	4.20e+00
0.000376814011676397	-7.00e-01	4.40e+00
0.0003778148457047539	-6.60e-01	4.20e+00
0.00037881567973311085	-7.00e-01	4.40e+00
0.0003798165137614678	-6.40e-01	4.00e+00
0.0003808173477898247	-6.80e-01	4.00e+00
0.00038181818181818184	-6.40e-01	4.40e+00
0.00038281901584653877	-6.80e-01	3.80e+00
0.0003838198498748957	-6.20e-01	4.40e+00
0.0003848206839032526	-6.60e-01	3.80e+00
0.00038582151793160955	-6.00e-01	4.20e+00
0.0003868223519599667	-6.00e-01	3.80e+00
0.0003878231859883236	-6.60e-01	4.00e+00
0.00038882402001668055	-6.40e-01	4.00e+00
0.0003898248540450375	-5.80e-01	3.60e+00
0.0003908256880733944	-5.80e-01	3.60e+00
0.00039182652210175133	-6.40e-01	4.00e+00
0.0003928273561301085	-6.20e-01	3.60e+00
0.0003938281901584654	-5.60e-01	3.80e+00
0.00039482902418682233	-5.60e-01	3.80e+00
0.00039582985821517926	-6.20e-01	3.40e+00
0.0003968306922435362	-6.00e-01	3.40e+00
0.0003978315262718931	-5.40e-01	3.40e+00
0.00039883236030025025	-5.40e-01	3.40e+00
0.0003998331943286072	-5.80e-01	3.00e+00
0.0004008340283569641	-5.80e-01	3.40e+00
0.00040183486238532103	-5.20e-01	3.00e+00
0.00040283569641367796	-5.20e-01	3.20e+00
0.0004038365304420349	-5.60e-01	3.00e+00
0.00040483736447039203	-5.60e-01	3.20e+00
0.00040583819849874896	-5.00e-01	2.80e+00
0.0004068390325271059	-5.40e-01	2.80e+00
0.0004078398665554628	-4.80e-01	3.20e+00
0.00040884070058381974	-5.40e-01	2.80e+00
0.00040984153461217667	-4.80e-01	3.00e+00
0.0004108423686405338	-5.20e-01	3.00e+00
0.00041184320266889074	-4.60e-01	2.60e+00
0.00041284403669724766	-4.60e-01	2.60e+00
0.0004138448707256046	-5.20e-01	2.80e+00
0.0004148457047539615	-5.00e-01	2.40e+00
0.00041584653878231845	-4.40e-01	3.00e+00
0.0004168473728106756	-5.00e-01	2.80e+00
0.0004178482068390325	-4.20e-01	2.40e+00
0.00041884904086738944	-4.80e-01	2.60e+00
0.00041984987489574637	-4.00e-01	2.40e+00
0.0004208507089241033	-4.60e-01	2.60e+00
0.0004218515429524602	-4.00e-01	2.20e+00
0.00042285237698081737	-4.40e-01	2.20e+00
0.0004238532110091743	-4.00e-01	2.60e+00
0.0004248540450375312	-3.80e-01	2.20e+00
0.00042585487906588815	-4.40e-01	2.40e+00
0.0004268557130942451	-4.20e-01	2.40e+00
0.0004278565471226022	-3.60e-01	2.00e+00
0.00042885738115095915	-4.00e-01	2.00e+00
0.0004298582151793161	-3.60e-01	2.40e+00
0.000430859049207673	-4.00e-01	1.80e+00
0.00043185988323602993	-3.40e-01	2.40e+00
0.00043286071726438685	-3.80e-01	2.20e+00
0.000433861551292744	-3.40e-01	1.80e+00
0.0004348623853211009	-3.80e-01	1.80e+00
0.00043586321934945785	-3.20e-01	2.20e+00
0.0004368640533778148	-3.20e-01	1.80e+00
0.0004378648874061717	-3.60e-01	2.00e+00
0.00043886572143452863	-3.60e-01	2.00e+00
0.0004398665554628858	-3.00e-01	1.60e+00
0.0004408673894912427	-3.40e-01	1.60e+00
0.00044186822351959963	-3.00e-01	1.80e+00
0.00044286905754795656	-3.40e-01	1.60e+00
0.0004438698915763135	-2.80e-01	1.60e+00
0.0004448707256046704	-3.20e-01	1.60e+00
0.00044587155963302756	-2.60e-01	1.20e+00
0.0004468723936613845	-3.20e-01	1.60e+00
0.0004478732276897414	-2.60e-01	1.20e+00
0.00044887406171809834	-2.60e-01	1.20e+00
0.00044987489574645526	-3.00e-01	1.40e+00
0.0004508757297748122	-3.00e-01	1.40e+00
0.00045187656380316933	-2.40e-01	1.00e+00
0.00045287739783152626	-2.80e-01	1.40e+00
0.0004538782318598832	-2.20e-01	1.00e+00
0.0004548790658882401	-2.20e-01	1.00e+00
0.00045587989991659704	-2.80e-01	1.20e+00
0.00045688073394495397	-2.60e-01	1.00e+00
0.0004578815679733111	-2.00e-01	1.20e+00
0.00045888240200166804	-2.60e-01	1.20e+00
0.00045988323603002497	-2.00e-01	8.00e-01
0.0004608840700583819	-2.40e-01	8.00e-01
0.0004618849040867388	-1.80e-01	1.20e+00
0.00046288573811509575	-1.80e-01	6.00e-01
0.0004638865721434529	-2.40e-01	1.20e+00
0.0004648874061718098	-1.60e-01	1.00e+00
0.00046588824020016675	-2.20e-01	6.00e-01
0.00046688907422852367	-2.00e-01	1.00e+00
0.0004678899082568806	-1.40e-01	6.00e-01
0.00046889074228523774	-1.80e-01	8.00e-01
0.00046989157631359467	-1.40e-01	6.00e-01
0.0004708924103419516	-1.20e-01	8.00e-01
0.0004718932443703085	-1.80e-01	4.00e-01
0.00047289407839866545	-1.60e-01	8.00e-01
0.0004738949124270224	-1.00e-01	4.00e-01
0.0004748957464553795	-1.00e-01	4.00e-01
0.00047589658048373645	-1.60e-01	6.00e-01
0.0004768974145120934	-1.40e-01	6.00e-01
0.0004778982485404503	-8.00e-02	4.00e-01
0.00047889908256880723	-1.20e-01	6.00e-01
0.00047989991659716416	-8.00e-02	2.00e-01
0.0004809007506255213	-1.20e-01	2.00e-01
0.00048190158465387823	-6.00e-02	6.00e-01
0.00048290241868223515	-6.00e-02	4.00e-01
0.0004839032527105921	-1.20e-01	2.00e-01
0.000484904086738949	-1.00e-01	2.00e-01
0.00048590492076730594	-4.00e-02	4.00e-01
