In	v1	v2
-0.00029474562135112594	1.14e+00	-1.08e+01
-0.00029374478732276896	1.16e+00	-1.08e+01
-0.000292743953294412	1.22e+00	-1.02e+01
-0.000291743119266055	1.18e+00	-1.04e+01
-0.0002907422852376981	1.22e+00	-1.10e+01
-0.0002897414512093411	1.18e+00	-1.06e+01
-0.0002887406171809841	1.24e+00	-1.12e+01
-0.0002877397831526272	1.24e+00	-1.08e+01
-0.0002867389491242702	1.20e+00	-1.14e+01
-0.0002857381150959132	1.20e+00	-1.10e+01
-0.0002847372810675563	1.26e+00	-1.16e+01
-0.0002837364470391993	1.20e+00	-1.12e+01
-0.00028273561301084233	1.28e+00	-1.16e+01
-0.0002817347789824854	1.22e+00	-1.12e+01
-0.0002807339449541284	1.28e+00	-1.18e+01
-0.00027973311092577144	1.28e+00	-1.14e+01
-0.0002787322768974145	1.24e+00	-1.20e+01
-0.00027773144286905754	1.24e+00	-1.16e+01
-0.00027673060884070055	1.30e+00	-1.22e+01
-0.00027572977481234363	1.30e+00	-1.16e+01
-0.00027472894078398665	1.26e+00	-1.24e+01
-0.00027372810675562966	1.26e+00	-1.24e+01
-0.0002727272727272727	1.32e+00	-1.18e+01
-0.00027172643869891576	1.28e+00	-1.20e+01
-0.0002707256046705588	1.34e+00	-1.26e+01
-0.0002697247706422018	1.28e+00	-1.22e+01
-0.00026872393661384487	1.34e+00	-1.28e+01
-0.0002677231025854879	1.30e+00	-1.24e+01
-0.0002667222685571309	1.36e+00	-1.30e+01
-0.000265721434528774	1.30e+00	-1.26e+01
-0.000264720600500417	1.36e+00	-1.32e+01
-0.00026371976647206	1.32e+00	-1.28e+01
-0.0002627189324437031	1.38e+00	-1.32e+01
-0.0002617180984153461	1.32e+00	-1.28e+01
-0.0002607172643869891	1.38e+00	-1.36e+01
-0.0002597164303586322	1.34e+00	-1.30e+01
-0.0002587155963302752	1.40e+00	-1.36e+01
-0.00025771476230191824	1.36e+00	-1.32e+01
-0.0002567139282735613	1.42e+00	-1.38e+01
-0.00025571309424520433	1.36e+00	-1.34e+01
-0.00025471226021684735	1.44e+00	-1.40e+01
-0.00025371142618849037	1.38e+00	-1.40e+01
-0.00025271059216013344	1.44e+00	-1.34e+01
-0.00025170975813177646	1.40e+00	-1.36e+01
-0.0002507089241034195	1.44e+00	-1.42e+01
-0.00024970809007506255	1.44e+00	-1.36e+01
-0.00024870725604670557	1.38e+00	-1.42e+01
-0.0002477064220183486	1.42e+00	-1.40e+01
-0.00024670558798999166	1.36e+00	-1.34e+01
-0.0002457047539616347	1.40e+00	-1.38e+01
-0.0002447039199332777	1.34e+00	-1.32e+01
-0.00024370308590492077	1.34e+00	-1.36e+01
-0.0002427022518765638	1.40e+00	-1.30e+01
-0.0002417014178482068	1.38e+00	-1.34e+01
-0.00024070058381984988	1.32e+00	-1.28e+01
-0.0002396997497914929	1.36e+00	-1.32e+01
-0.00023869891576313592	1.32e+00	-1.28e+01
-0.000237698081734779	1.36e+00	-1.32e+01
-0.000236697247706422	1.30e+00	-1.24e+01
-0.00023569641367806503	1.34e+00	-1.32e+01
-0.00023469557964970805	1.28e+00	-1.24e+01
-0.00023369474562135112	1.34e+00	-1.28e+01
-0.00023269391159299414	1.28e+00	-1.22e+01
-0.00023169307756463716	1.32e+00	-1.26e+01
-0.00023069224353628023	1.26e+00	-1.20e+01
-0.00022969140950792325	1.26e+00	-1.24e+01
-0.00022869057547956627	1.32e+00	-1.18e+01
-0.00022768974145120934	1.30e+00	-1.22e+01
-0.00022668890742285236	1.24e+00	-1.18e+01
-0.00022568807339449538	1.24e+00	-1.16e+01
-0.00022468723936613845	1.30e+00	-1.22e+01
-0.00022368640533778147	1.28e+00	-1.20e+01
-0.0002226855713094245	1.22e+00	-1.14e+01
-0.00022168473728106756	1.22e+00	-1.18e+01
-0.00022068390325271058	1.26e+00	-1.12e+01
-0.0002196830692243536	1.26e+00	-1.16e+01
-0.00021868223519599668	1.20e+00	-1.12e+01
-0.0002176814011676397	1.24e+00	-1.14e+01
-0.0002166805671392827	1.20e+00	-1.10e+01
-0.00021567973311092579	1.24e+00	-1.14e+01
-0.0002146788990825688	1.18e+00	-1.08e+01
-0.00021367806505421182	1.18e+00	-1.12e+01
-0.00021267723102585484	1.22e+00	-1.06e+01
-0.00021167639699749792	1.22e+00	-1.10e+01
-0.00021067556296914093	1.16e+00	-1.04e+01
-0.00020967472894078395	1.16e+00	-1.08e+01
-0.00020867389491242703	1.22e+00	-1.02e+01
-0.00020767306088407005	1.20e+00	-1.06e+01
-0.00020667222685571306	1.14e+00	-1.02e+01
-0.00020567139282735614	1.14e+00	-1.06e+01
-0.00020467055879899916	1.18e+00	-1.00e+01
-0.00020366972477064217	1.18e+00	-1.04e+01
-0.00020266889074228525	1.10e+00	-9.80e+00
-0.00020166805671392827	1.16e+00	-1.02e+01
-0.00020066722268557129	1.08e+00	-9.60e+00
-0.00019966638865721436	1.14e+00	-9.60e+00
-0.00019866555462885738	1.08e+00	-1.02e+01
-0.0001976647206005004	1.08e+00	-1.00e+01
-0.00019666388657214347	1.14e+00	-9.40e+00
-0.0001956630525437865	1.12e+00	-9.40e+00
-0.0001946622185154295	1.06e+00	-9.80e+00
-0.00019366138448707253	1.10e+00	-9.60e+00
-0.0001926605504587156	1.06e+00	-9.20e+00
-0.00019165971643035862	1.10e+00	-9.40e+00
-0.00019065888240200164	1.04e+00	-8.80e+00
-0.0001896580483736447	1.08e+00	-9.20e+00
-0.00018865721434528773	1.02e+00	-8.80e+00
-0.00018765638031693075	1.08e+00	-9.20e+00
-0.00018665554628857382	1.02e+00	-8.60e+00
-0.00018565471226021684	1.06e+00	-9.00e+00
-0.00018465387823185986	1.00e+00	-8.40e+00
-0.00018365304420350293	1.06e+00	-8.80e+00
-0.00018265221017514595	1.00e+00	-8.20e+00
-0.00018165137614678897	1.04e+00	-8.80e+00
-0.00018065054211843204	9.80e-01	-8.20e+00
-0.00017964970809007506	1.04e+00	-8.60e+00
-0.00017864887406171808	9.80e-01	-8.00e+00
-0.00017764804003336115	1.02e+00	-8.40e+00
-0.00017664720600500417	9.60e-01	-7.80e+00
-0.0001756463719766472	9.60e-01	-8.20e+00
-0.0001746455379482902	1.02e+00	-7.80e+00
-0.00017364470391993328	1.00e+00	-8.20e+00
-0.0001726438698915763	9.40e-01	-7.60e+00
-0.00017164303586321932	9.40e-01	-7.60e+00
-0.0001706422018348624	1.00e+00	-8.00e+00
-0.0001696413678065054	9.80e-01	-7.80e+00
-0.00016864053377814843	9.20e-01	-7.40e+00
-0.0001676396997497915	9.20e-01	-7.00e+00
-0.00016663886572143452	9.60e-01	-7.80e+00
-0.00016563803169307754	9.60e-01	-7.40e+00
-0.0001646371976647206	9.00e-01	-7.00e+00
-0.00016363636363636363	9.00e-01	-7.40e+00
-0.00016263552960800665	9.60e-01	-6.80e+00
-0.00016163469557964972	9.40e-01	-7.20e+00
-0.00016063386155129274	8.80e-01	-6.80e+00
-0.00015963302752293576	8.80e-01	-7.20e+00
-0.00015863219349457883	9.20e-01	-6.60e+00
-0.00015763135946622185	9.20e-01	-6.60e+00
-0.00015663052543786487	8.40e-01	-7.00e+00
-0.0001556296914095079	9.00e-01	-6.80e+00
-0.00015462885738115096	8.40e-01	-6.40e+00
-0.00015362802335279398	9.00e-01	-6.80e+00
-0.000152627189324437	8.20e-01	-6.20e+00
-0.00015162635529608007	8.60e-01	-6.60e+00
-0.0001506255212677231	8.00e-01	-6.20e+00
-0.0001496246872393661	8.60e-01	-6.60e+00
-0.00014862385321100919	8.00e-01	-6.00e+00
-0.0001476230191826522	8.40e-01	-6.00e+00
-0.00014662218515429522	8.00e-01	-6.40e+00
-0.0001456213511259383	8.40e-01	-6.20e+00
-0.00014462051709758131	7.80e-01	-5.80e+00
-0.00014361968306922433	8.20e-01	-5.80e+00
-0.0001426188490408674	7.80e-01	-6.20e+00
-0.00014161801501251043	8.20e-01	-6.00e+00
-0.00014061718098415344	7.60e-01	-5.60e+00
-0.00013961634695579652	8.00e-01	-5.60e+00
-0.00013861551292743954	7.40e-01	-6.00e+00
-0.00013761467889908255	8.00e-01	-5.60e+00
-0.00013661384487072557	7.40e-01	-5.20e+00
-0.00013561301084236865	7.80e-01	-5.20e+00
-0.00013461217681401167	7.40e-01	-5.60e+00
-0.00013361134278565468	7.80e-01	-5.40e+00
-0.00013261050875729776	7.20e-01	-5.00e+00
-0.00013160967472894078	7.60e-01	-5.40e+00
-0.0001306088407005838	7.00e-01	-5.00e+00
-0.00012960800667222687	7.60e-01	-5.40e+00
-0.0001286071726438699	7.00e-01	-4.80e+00
-0.0001276063386155129	7.40e-01	-5.20e+00
-0.00012660550458715598	6.80e-01	-4.80e+00
-0.000125604670558799	6.80e-01	-4.80e+00
-0.00012460383653044202	7.40e-01	-5.20e+00
-0.0001236030025020851	7.20e-01	-5.00e+00
-0.0001226021684737281	6.60e-01	-4.60e+00
-0.00012160133444537113	7.00e-01	-5.00e+00
-0.0001206005004170142	6.60e-01	-4.40e+00
-0.00011959966638865722	7.00e-01	-4.80e+00
-0.00011859883236030024	6.40e-01	-4.40e+00
-0.00011759799833194331	6.40e-01	-4.40e+00
-0.00011659716430358633	6.80e-01	-4.80e+00
-0.00011559633027522935	6.80e-01	-4.60e+00
-0.00011459549624687237	6.20e-01	-4.20e+00
-0.00011359466221851544	6.20e-01	-4.60e+00
-0.00011259382819015846	6.60e-01	-4.20e+00
-0.00011159299416180148	6.60e-01	-4.20e+00
-0.00011059216013344455	5.80e-01	-4.60e+00
-0.00010959132610508762	5.80e-01	-4.40e+00
-0.00010859049207673059	6.40e-01	-4.00e+00
-0.00010758965804837366	6.40e-01	-4.40e+00
-0.00010658882402001663	5.60e-01	-4.00e+00
-0.0001055879899916597	6.00e-01	-4.40e+00
-0.00010458715596330277	5.60e-01	-3.80e+00
-0.00010358632193494574	6.00e-01	-3.80e+00
-0.00010258548790658881	5.40e-01	-4.20e+00
-0.00010158465387823188	5.80e-01	-3.80e+00
-0.00010058381984987485	5.20e-01	-4.00e+00
-9.958298582151792e-05	5.80e-01	-3.80e+00
-9.8582151793161e-05	5.20e-01	-3.40e+00
-9.758131776480396e-05	5.60e-01	-3.80e+00
-9.658048373644703e-05	5.00e-01	-3.40e+00
-9.55796497080901e-05	5.60e-01	-3.80e+00
-9.457881567973307e-05	5.00e-01	-3.40e+00
-9.357798165137614e-05	5.40e-01	-3.60e+00
-9.257714762301921e-05	5.00e-01	-3.20e+00
-9.157631359466218e-05	4.80e-01	-3.60e+00
-9.057547956630525e-05	5.40e-01	-3.00e+00
-8.957464553794833e-05	5.20e-01	-3.40e+00
-8.857381150959129e-05	4.60e-01	-3.00e+00
-8.757297748123436e-05	5.20e-01	-3.40e+00
-8.657214345287744e-05	4.60e-01	-3.00e+00
-8.55713094245204e-05	5.00e-01	-3.00e+00
-8.457047539616347e-05	4.40e-01	-3.40e+00
-8.356964136780655e-05	4.40e-01	-3.20e+00
-8.256880733944951e-05	5.00e-01	-2.80e+00
-8.156797331109258e-05	4.80e-01	-3.20e+00
-8.056713928273566e-05	4.20e-01	-2.80e+00
-7.956630525437862e-05	4.20e-01	-2.80e+00
-7.85654712260217e-05	4.80e-01	-3.00e+00
-7.756463719766477e-05	4.00e-01	-3.00e+00
-7.656380316930773e-05	4.60e-01	-2.60e+00
-7.55629691409508e-05	4.00e-01	-3.00e+00
-7.456213511259388e-05	4.40e-01	-2.40e+00
-7.356130108423684e-05	4.40e-01	-2.80e+00
-7.256046705587992e-05	3.80e-01	-2.40e+00
-7.155963302752299e-05	4.20e-01	-2.80e+00
-7.055879899916595e-05	3.60e-01	-2.40e+00
-6.955796497080903e-05	4.20e-01	-2.40e+00
-6.85571309424521e-05	3.60e-01	-2.80e+00
-6.755629691409506e-05	4.00e-01	-2.60e+00
-6.655546288573814e-05	3.40e-01	-2.20e+00
-6.55546288573811e-05	3.40e-01	-2.20e+00
-6.455379482902418e-05	4.00e-01	-2.60e+00
-6.355296080066725e-05	3.80e-01	-2.20e+00
